,GSS_CD,GSS_NM,TotalCases,time_stamp
73,E08000019,Sheffield,"1,237",2020-04-14 09:00:01.911182
74,E08000021,Newcastle upon Tyne,  545,2020-04-14 09:00:01.911182
75,E08000022,North Tyneside,  297,2020-04-14 09:00:01.911182
76,E08000023,South Tyneside,  126,2020-04-14 09:00:01.911182
77,E08000024,Sunderland,  365,2020-04-14 09:00:01.911182
78,E08000025,Birmingham,"1,853",2020-04-14 09:00:01.911182
79,E08000026,Coventry,  393,2020-04-14 09:00:01.911182
80,E08000027,Dudley,  418,2020-04-14 09:00:01.911182
81,E08000028,Sandwell,  535,2020-04-14 09:00:01.911182
82,E08000029,Solihull,  344,2020-04-14 09:00:01.911182
83,E08000030,Walsall,  486,2020-04-14 09:00:01.911182
84,E08000031,Wolverhampton,  447,2020-04-14 09:00:01.911182
85,E08000032,Bradford,  408,2020-04-14 09:00:01.911182
86,E08000033,Calderdale,  150,2020-04-14 09:00:01.911182
87,E08000034,Kirklees,  327,2020-04-14 09:00:01.911182
88,E08000035,Leeds,  677,2020-04-14 09:00:01.911182
89,E08000036,Wakefield,  319,2020-04-14 09:00:01.911182
90,E08000037,Gateshead,  265,2020-04-14 09:00:01.911182
91,E09000002,Barking and Dagenham,  316,2020-04-14 09:00:01.911182
92,E09000003,Barnet,  937,2020-04-14 09:00:01.911182
93,E09000004,Bexley,  415,2020-04-14 09:00:01.911182
94,E09000005,Brent,"1,018",2020-04-14 09:00:01.911182
95,E09000006,Bromley,  740,2020-04-14 09:00:01.911182
96,E09000007,Camden,  421,2020-04-14 09:00:01.911182
97,E09000008,Croydon,  961,2020-04-14 09:00:01.911182
98,E09000009,Ealing,  730,2020-04-14 09:00:01.911182
99,E09000010,Enfield,  521,2020-04-14 09:00:01.911182
100,E09000011,Greenwich,  470,2020-04-14 09:00:01.911182
101,E09000012,Hackney and City of London,  509,2020-04-14 09:00:01.911182
102,E09000013,Hammersmith and Fulham,  376,2020-04-14 09:00:01.911182
103,E09000014,Haringey,  393,2020-04-14 09:00:01.911182
104,E09000015,Harrow,  658,2020-04-14 09:00:01.911182
105,E09000016,Havering,  442,2020-04-14 09:00:01.911182
106,E09000017,Hillingdon,  504,2020-04-14 09:00:01.911182
107,E09000018,Hounslow,  477,2020-04-14 09:00:01.911182
108,E09000019,Islington,  320,2020-04-14 09:00:01.911182
109,E09000020,Kensington and Chelsea,  358,2020-04-14 09:00:01.911182
110,E09000021,Kingston upon Thames,  289,2020-04-14 09:00:01.911182
111,E09000022,Lambeth,  877,2020-04-14 09:00:01.911182
112,E09000023,Lewisham,  689,2020-04-14 09:00:01.911182
113,E09000024,Merton,  479,2020-04-14 09:00:01.911182
114,E09000025,Newham,  762,2020-04-14 09:00:01.911182
115,E09000026,Redbridge,  498,2020-04-14 09:00:01.911182
116,E09000027,Richmond upon Thames,  273,2020-04-14 09:00:01.911182
117,E09000028,Southwark,  934,2020-04-14 09:00:01.911182
118,E09000029,Sutton,  417,2020-04-14 09:00:01.911182
119,E09000030,Tower Hamlets,  483,2020-04-14 09:00:01.911182
120,E09000031,Waltham Forest,  536,2020-04-14 09:00:01.911182
121,E09000032,Wandsworth,  714,2020-04-14 09:00:01.911182
122,E09000033,Westminster,  483,2020-04-14 09:00:01.911182
123,E10000002,Buckinghamshire,  478,2020-04-14 09:00:01.911182
124,E10000003,Cambridgeshire,  373,2020-04-14 09:00:01.911182
125,E10000006,Cumbria,"1,218",2020-04-14 09:00:01.911182
126,E10000007,Derbyshire,  722,2020-04-14 09:00:01.911182
127,E10000008,Devon,  374,2020-04-14 09:00:01.911182
128,E10000011,East Sussex,  351,2020-04-14 09:00:01.911182
129,E10000012,Essex,"1,484",2020-04-14 09:00:01.911182
130,E10000013,Gloucestershire,  644,2020-04-14 09:00:01.911182
131,E10000014,Hampshire,"1,600",2020-04-14 09:00:01.911182
132,E10000015,Hertfordshire,"1,441",2020-04-14 09:00:01.911182
133,E10000016,Kent,"1,552",2020-04-14 09:00:01.911182
134,E10000017,Lancashire,"1,532",2020-04-14 09:00:01.911182
135,E10000018,Leicestershire,  540,2020-04-14 09:00:01.911182
136,E10000019,Lincolnshire,  464,2020-04-14 09:00:01.911182
137,E10000020,Norfolk,  647,2020-04-14 09:00:01.911182
138,E10000021,Northamptonshire,  715,2020-04-14 09:00:01.911182
139,E10000023,North Yorkshire,  456,2020-04-14 09:00:01.911182
140,E10000024,Nottinghamshire,  659,2020-04-14 09:00:01.911182
141,E10000025,Oxfordshire,  857,2020-04-14 09:00:01.911182
142,E10000027,Somerset,  206,2020-04-14 09:00:01.911182
143,E10000028,Staffordshire,  925,2020-04-14 09:00:01.911182
144,E10000029,Suffolk,  458,2020-04-14 09:00:01.911182
145,E10000030,Surrey,"1,344",2020-04-14 09:00:01.911182
146,E10000031,Warwickshire,  626,2020-04-14 09:00:01.911182
147,E10000032,West Sussex,  398,2020-04-14 09:00:01.911182
148,E10000034,Worcestershire,  605,2020-04-14 09:00:01.911182
