,GSS_CD,GSS_NM,TotalCases,time_stamp
46,E06000050,Cheshire West and Chester,149,2020-04-05 09:00:01.927886
47,E06000051,Shropshire,138,2020-04-05 09:00:01.927886
48,E06000052,Cornwall and Isles of Scilly,149,2020-04-05 09:00:01.927886
49,E06000054,Wiltshire,120,2020-04-05 09:00:01.927886
50,E06000055,Bedford,83,2020-04-05 09:00:01.927886
51,E06000056,Central Bedfordshire,116,2020-04-05 09:00:01.927886
52,E06000057,Northumberland,142,2020-04-05 09:00:01.927886
53,E06000058,"Bournemouth, Christchurch and Poole",83,2020-04-05 09:00:01.927886
54,E06000059,Dorset,91,2020-04-05 09:00:01.927886
55,E08000001,Bolton,109,2020-04-05 09:00:01.927886
56,E08000002,Bury,104,2020-04-05 09:00:01.927886
57,E08000003,Manchester,252,2020-04-05 09:00:01.927886
58,E08000004,Oldham,152,2020-04-05 09:00:01.927886
59,E08000005,Rochdale,127,2020-04-05 09:00:01.927886
60,E08000006,Salford,191,2020-04-05 09:00:01.927886
61,E08000007,Stockport,193,2020-04-05 09:00:01.927886
62,E08000008,Tameside,129,2020-04-05 09:00:01.927886
63,E08000009,Trafford,173,2020-04-05 09:00:01.927886
64,E08000010,Wigan,116,2020-04-05 09:00:01.927886
65,E08000011,Knowsley,110,2020-04-05 09:00:01.927886
66,E08000012,Liverpool,387,2020-04-05 09:00:01.927886
67,E08000013,St. Helens,148,2020-04-05 09:00:01.927886
68,E08000014,Sefton,172,2020-04-05 09:00:01.927886
69,E08000015,Wirral,147,2020-04-05 09:00:01.927886
70,E08000016,Barnsley,158,2020-04-05 09:00:01.927886
71,E08000017,Doncaster,117,2020-04-05 09:00:01.927886
72,E08000018,Rotherham,158,2020-04-05 09:00:01.927886
73,E08000019,Sheffield,730,2020-04-05 09:00:01.927886
74,E08000021,Newcastle upon Tyne,285,2020-04-05 09:00:01.927886
75,E08000022,North Tyneside,133,2020-04-05 09:00:01.927886
76,E08000023,South Tyneside,57,2020-04-05 09:00:01.927886
77,E08000024,Sunderland,152,2020-04-05 09:00:01.927886
78,E08000025,Birmingham,1138,2020-04-05 09:00:01.927886
79,E08000026,Coventry,215,2020-04-05 09:00:01.927886
80,E08000027,Dudley,249,2020-04-05 09:00:01.927886
81,E08000028,Sandwell,283,2020-04-05 09:00:01.927886
82,E08000029,Solihull,183,2020-04-05 09:00:01.927886
83,E08000030,Walsall,309,2020-04-05 09:00:01.927886
84,E08000031,Wolverhampton,275,2020-04-05 09:00:01.927886
85,E08000032,Bradford,170,2020-04-05 09:00:01.927886
86,E08000033,Calderdale,69,2020-04-05 09:00:01.927886
87,E08000034,Kirklees,153,2020-04-05 09:00:01.927886
88,E08000035,Leeds,272,2020-04-05 09:00:01.927886
89,E08000036,Wakefield,128,2020-04-05 09:00:01.927886
90,E08000037,Gateshead,108,2020-04-05 09:00:01.927886
91,E09000002,Barking and Dagenham,183,2020-04-05 09:00:01.927886
92,E09000003,Barnet,589,2020-04-05 09:00:01.927886
93,E09000004,Bexley,221,2020-04-05 09:00:01.927886
94,E09000005,Brent,663,2020-04-05 09:00:01.927886
95,E09000006,Bromley,434,2020-04-05 09:00:01.927886
96,E09000007,Camden,263,2020-04-05 09:00:01.927886
97,E09000008,Croydon,515,2020-04-05 09:00:01.927886
98,E09000009,Ealing,445,2020-04-05 09:00:01.927886
99,E09000010,Enfield,300,2020-04-05 09:00:01.927886
100,E09000011,Greenwich,283,2020-04-05 09:00:01.927886
101,E09000012,Hackney and City of London,304,2020-04-05 09:00:01.927886
102,E09000013,Hammersmith and Fulham,230,2020-04-05 09:00:01.927886
103,E09000014,Haringey,246,2020-04-05 09:00:01.927886
104,E09000015,Harrow,422,2020-04-05 09:00:01.927886
105,E09000016,Havering,194,2020-04-05 09:00:01.927886
106,E09000017,Hillingdon,295,2020-04-05 09:00:01.927886
107,E09000018,Hounslow,285,2020-04-05 09:00:01.927886
108,E09000019,Islington,226,2020-04-05 09:00:01.927886
109,E09000020,Kensington and Chelsea,240,2020-04-05 09:00:01.927886
110,E09000021,Kingston upon Thames,144,2020-04-05 09:00:01.927886
111,E09000022,Lambeth,577,2020-04-05 09:00:01.927886
112,E09000023,Lewisham,408,2020-04-05 09:00:01.927886
113,E09000024,Merton,271,2020-04-05 09:00:01.927886
114,E09000025,Newham,412,2020-04-05 09:00:01.927886
115,E09000026,Redbridge,252,2020-04-05 09:00:01.927886
116,E09000027,Richmond upon Thames,175,2020-04-05 09:00:01.927886
117,E09000028,Southwark,586,2020-04-05 09:00:01.927886
118,E09000029,Sutton,208,2020-04-05 09:00:01.927886
119,E09000030,Tower Hamlets,288,2020-04-05 09:00:01.927886
120,E09000031,Waltham Forest,313,2020-04-05 09:00:01.927886
121,E09000032,Wandsworth,454,2020-04-05 09:00:01.927886
122,E09000033,Westminster,338,2020-04-05 09:00:01.927886
123,E10000002,Buckinghamshire,255,2020-04-05 09:00:01.927886
124,E10000003,Cambridgeshire,191,2020-04-05 09:00:01.927886
125,E10000006,Cumbria,629,2020-04-05 09:00:01.927886
126,E10000007,Derbyshire,398,2020-04-05 09:00:01.927886
127,E10000008,Devon,181,2020-04-05 09:00:01.927886
128,E10000011,East Sussex,132,2020-04-05 09:00:01.927886
129,E10000012,Essex,597,2020-04-05 09:00:01.927886
130,E10000013,Gloucestershire,258,2020-04-05 09:00:01.927886
131,E10000014,Hampshire,809,2020-04-05 09:00:01.927886
132,E10000015,Hertfordshire,692,2020-04-05 09:00:01.927886
133,E10000016,Kent,704,2020-04-05 09:00:01.927886
134,E10000017,Lancashire,642,2020-04-05 09:00:01.927886
135,E10000018,Leicestershire,277,2020-04-05 09:00:01.927886
136,E10000019,Lincolnshire,223,2020-04-05 09:00:01.927886
137,E10000020,Norfolk,254,2020-04-05 09:00:01.927886
138,E10000021,Northamptonshire,302,2020-04-05 09:00:01.927886
139,E10000023,North Yorkshire,218,2020-04-05 09:00:01.927886
140,E10000024,Nottinghamshire,357,2020-04-05 09:00:01.927886
141,E10000025,Oxfordshire,356,2020-04-05 09:00:01.927886
142,E10000027,Somerset,76,2020-04-05 09:00:01.927886
143,E10000028,Staffordshire,470,2020-04-05 09:00:01.927886
144,E10000029,Suffolk,191,2020-04-05 09:00:01.927886
145,E10000030,Surrey,736,2020-04-05 09:00:01.927886
146,E10000031,Warwickshire,302,2020-04-05 09:00:01.927886
147,E10000032,West Sussex,216,2020-04-05 09:00:01.927886
148,E10000034,Worcestershire,321,2020-04-05 09:00:01.927886
