,GSS_CD,GSS_NM,TotalCases,time_stamp
0,E06000001,Hartlepool,12,2020-03-31 09:00:03.230523
1,E06000002,Middlesbrough,33,2020-03-31 09:00:03.230523
2,E06000003,Redcar and Cleveland,34,2020-03-31 09:00:03.230523
3,E06000004,Stockton-on-Tees,43,2020-03-31 09:00:03.230523
4,E06000005,Darlington,16,2020-03-31 09:00:03.230523
5,E06000006,Halton,19,2020-03-31 09:00:03.230523
6,E06000007,Warrington,22,2020-03-31 09:00:03.230523
7,E06000008,Blackburn with Darwen,14,2020-03-31 09:00:03.230523
8,E06000009,Blackpool,18,2020-03-31 09:00:03.230523
9,E06000010,"Kingston upon Hull, City of",11,2020-03-31 09:00:03.230523
10,E06000011,East Riding of Yorkshire,35,2020-03-31 09:00:03.230523
11,E06000012,North East Lincolnshire,20,2020-03-31 09:00:03.230523
12,E06000013,North Lincolnshire,15,2020-03-31 09:00:03.230523
13,E06000014,York,30,2020-03-31 09:00:03.230523
14,E06000015,Derby,118,2020-03-31 09:00:03.230523
15,E06000016,Leicester,65,2020-03-31 09:00:03.230523
16,E06000017,Rutland,2,2020-03-31 09:00:03.230523
17,E06000018,Nottingham,99,2020-03-31 09:00:03.230523
18,E06000019,"Herefordshire, County of",25,2020-03-31 09:00:03.230523
19,E06000020,Telford and Wrekin,40,2020-03-31 09:00:03.230523
20,E06000021,Stoke-on-Trent,33,2020-03-31 09:00:03.230523
21,E06000022,Bath and North East Somerset,39,2020-03-31 09:00:03.230523
22,E06000023,"Bristol, City of",92,2020-03-31 09:00:03.230523
23,E06000024,North Somerset,36,2020-03-31 09:00:03.230523
24,E06000025,South Gloucestershire,58,2020-03-31 09:00:03.230523
25,E06000026,Plymouth,44,2020-03-31 09:00:03.230523
26,E06000027,Torbay,35,2020-03-31 09:00:03.230523
27,E06000030,Swindon,28,2020-03-31 09:00:03.230523
28,E06000031,Peterborough,24,2020-03-31 09:00:03.230523
29,E06000032,Luton,69,2020-03-31 09:00:03.230523
30,E06000033,Southend-on-Sea,31,2020-03-31 09:00:03.230523
31,E06000034,Thurrock,41,2020-03-31 09:00:03.230523
32,E06000035,Medway,72,2020-03-31 09:00:03.230523
33,E06000036,Bracknell Forest,21,2020-03-31 09:00:03.230523
34,E06000037,West Berkshire,41,2020-03-31 09:00:03.230523
35,E06000038,Reading,28,2020-03-31 09:00:03.230523
36,E06000039,Slough,73,2020-03-31 09:00:03.230523
37,E06000040,Windsor and Maidenhead,48,2020-03-31 09:00:03.230523
38,E06000041,Wokingham,23,2020-03-31 09:00:03.230523
39,E06000042,Milton Keynes,94,2020-03-31 09:00:03.230523
40,E06000043,Brighton and Hove,33,2020-03-31 09:00:03.230523
41,E06000044,Portsmouth,72,2020-03-31 09:00:03.230523
42,E06000045,Southampton,68,2020-03-31 09:00:03.230523
43,E06000046,Isle of Wight,11,2020-03-31 09:00:03.230523
44,E06000047,County Durham,100,2020-03-31 09:00:03.230523
45,E06000049,Cheshire East,61,2020-03-31 09:00:03.230523
46,E06000050,Cheshire West and Chester,45,2020-03-31 09:00:03.230523
47,E06000051,Shropshire,78,2020-03-31 09:00:03.230523
48,E06000052,Cornwall and Isles of Scilly,69,2020-03-31 09:00:03.230523
49,E06000054,Wiltshire,76,2020-03-31 09:00:03.230523
50,E06000055,Bedford,34,2020-03-31 09:00:03.230523
51,E06000056,Central Bedfordshire,60,2020-03-31 09:00:03.230523
52,E06000057,Northumberland,67,2020-03-31 09:00:03.230523
53,E06000058,"Bournemouth, Christchurch and Poole",39,2020-03-31 09:00:03.230523
54,E06000059,Dorset,45,2020-03-31 09:00:03.230523
55,E08000001,Bolton,47,2020-03-31 09:00:03.230523
56,E08000002,Bury,59,2020-03-31 09:00:03.230523
57,E08000003,Manchester,109,2020-03-31 09:00:03.230523
58,E08000004,Oldham,101,2020-03-31 09:00:03.230523
59,E08000005,Rochdale,78,2020-03-31 09:00:03.230523
60,E08000006,Salford,104,2020-03-31 09:00:03.230523
61,E08000007,Stockport,93,2020-03-31 09:00:03.230523
62,E08000008,Tameside,62,2020-03-31 09:00:03.230523
63,E08000009,Trafford,86,2020-03-31 09:00:03.230523
64,E08000010,Wigan,53,2020-03-31 09:00:03.230523
65,E08000011,Knowsley,34,2020-03-31 09:00:03.230523
66,E08000012,Liverpool,197,2020-03-31 09:00:03.230523
67,E08000013,St. Helens,49,2020-03-31 09:00:03.230523
68,E08000014,Sefton,57,2020-03-31 09:00:03.230523
69,E08000015,Wirral,56,2020-03-31 09:00:03.230523
70,E08000016,Barnsley,79,2020-03-31 09:00:03.230523
71,E08000017,Doncaster,49,2020-03-31 09:00:03.230523
72,E08000018,Rotherham,70,2020-03-31 09:00:03.230523
73,E08000019,Sheffield,428,2020-03-31 09:00:03.230523
74,E08000021,Newcastle upon Tyne,186,2020-03-31 09:00:03.230523
75,E08000022,North Tyneside,71,2020-03-31 09:00:03.230523
76,E08000023,South Tyneside,31,2020-03-31 09:00:03.230523
77,E08000024,Sunderland,86,2020-03-31 09:00:03.230523
78,E08000025,Birmingham,578,2020-03-31 09:00:03.230523
79,E08000026,Coventry,101,2020-03-31 09:00:03.230523
80,E08000027,Dudley,136,2020-03-31 09:00:03.230523
81,E08000028,Sandwell,144,2020-03-31 09:00:03.230523
82,E08000029,Solihull,87,2020-03-31 09:00:03.230523
83,E08000030,Walsall,151,2020-03-31 09:00:03.230523
84,E08000031,Wolverhampton,175,2020-03-31 09:00:03.230523
85,E08000032,Bradford,63,2020-03-31 09:00:03.230523
86,E08000033,Calderdale,39,2020-03-31 09:00:03.230523
87,E08000034,Kirklees,72,2020-03-31 09:00:03.230523
88,E08000035,Leeds,129,2020-03-31 09:00:03.230523
89,E08000036,Wakefield,62,2020-03-31 09:00:03.230523
90,E08000037,Gateshead,52,2020-03-31 09:00:03.230523
91,E09000002,Barking and Dagenham,115,2020-03-31 09:00:03.230523
92,E09000003,Barnet,124,2020-03-31 09:00:03.230523
93,E09000004,Bexley,130,2020-03-31 09:00:03.230523
94,E09000005,Brent,359,2020-03-31 09:00:03.230523
95,E09000006,Bromley,277,2020-03-31 09:00:03.230523
96,E09000007,Camden,127,2020-03-31 09:00:03.230523
