,GSS_CD,GSS_NM,TotalCases,time_stamp
65,E09000022,Lambeth,212,2020-03-26 09:00:03.356760
66,E10000017,Lancashire,78,2020-03-26 09:00:03.356760
67,E08000035,Leeds,53,2020-03-26 09:00:03.356760
68,E06000016,Leicester,32,2020-03-26 09:00:03.356760
69,E10000018,Leicestershire,80,2020-03-26 09:00:03.356760
70,E09000023,Lewisham,114,2020-03-26 09:00:03.356760
71,E10000019,Lincolnshire,31,2020-03-26 09:00:03.356760
72,E08000012,Liverpool,57,2020-03-26 09:00:03.356760
73,E06000032,Luton,29,2020-03-26 09:00:03.356760
74,E08000003,Manchester,45,2020-03-26 09:00:03.356760
75,E06000035,Medway,25,2020-03-26 09:00:03.356760
76,E09000024,Merton,98,2020-03-26 09:00:03.356760
77,E06000002,Middlesbrough,9,2020-03-26 09:00:03.356760
78,E06000042,Milton Keynes,29,2020-03-26 09:00:03.356760
79,E08000021,Newcastle upon Tyne,58,2020-03-26 09:00:03.356760
80,E09000025,Newham,77,2020-03-26 09:00:03.356760
81,E10000020,Norfolk,45,2020-03-26 09:00:03.356760
82,E06000012,North East Lincolnshire,3,2020-03-26 09:00:03.356760
83,E06000013,North Lincolnshire,5,2020-03-26 09:00:03.356760
84,E06000024,North Somerset,21,2020-03-26 09:00:03.356760
85,E08000022,North Tyneside,23,2020-03-26 09:00:03.356760
86,E10000023,North Yorkshire,45,2020-03-26 09:00:03.356760
87,E10000021,Northamptonshire,43,2020-03-26 09:00:03.356760
88,E06000057,Northumberland,19,2020-03-26 09:00:03.356760
89,E06000018,Nottingham,57,2020-03-26 09:00:03.356760
90,E10000024,Nottinghamshire,92,2020-03-26 09:00:03.356760
91,E08000004,Oldham,42,2020-03-26 09:00:03.356760
92,E10000025,Oxfordshire,86,2020-03-26 09:00:03.356760
93,E06000031,Peterborough,9,2020-03-26 09:00:03.356760
94,E06000026,Plymouth,21,2020-03-26 09:00:03.356760
95,E06000044,Portsmouth,33,2020-03-26 09:00:03.356760
96,E06000038,Reading,9,2020-03-26 09:00:03.356760
97,E09000026,Redbridge,67,2020-03-26 09:00:03.356760
98,E06000003,Redcar and Cleveland,10,2020-03-26 09:00:03.356760
99,E09000027,Richmond upon Thames,44,2020-03-26 09:00:03.356760
100,E08000005,Rochdale,29,2020-03-26 09:00:03.356760
101,E08000018,Rotherham,20,2020-03-26 09:00:03.356760
102,E06000017,Rutland,0,2020-03-26 09:00:03.356760
103,E08000006,Salford,47,2020-03-26 09:00:03.356760
104,E08000028,Sandwell,50,2020-03-26 09:00:03.356760
105,E08000014,Sefton,20,2020-03-26 09:00:03.356760
106,E08000019,Sheffield,174,2020-03-26 09:00:03.356760
107,E06000051,Shropshire,33,2020-03-26 09:00:03.356760
108,E06000039,Slough,22,2020-03-26 09:00:03.356760
109,E08000029,Solihull,19,2020-03-26 09:00:03.356760
110,E10000027,Somerset,22,2020-03-26 09:00:03.356760
111,E06000025,South Gloucestershire,25,2020-03-26 09:00:03.356760
112,E08000023,South Tyneside,9,2020-03-26 09:00:03.356760
113,E06000045,Southampton,28,2020-03-26 09:00:03.356760
114,E06000033,Southend-on-Sea,9,2020-03-26 09:00:03.356760
115,E09000028,Southwark,209,2020-03-26 09:00:03.356760
116,E08000013,St. Helens,16,2020-03-26 09:00:03.356760
117,E10000028,Staffordshire,97,2020-03-26 09:00:03.356760
118,E08000007,Stockport,45,2020-03-26 09:00:03.356760
119,E06000004,Stockton-on-Tees,14,2020-03-26 09:00:03.356760
120,E06000021,Stoke-on-Trent,12,2020-03-26 09:00:03.356760
121,E10000029,Suffolk,35,2020-03-26 09:00:03.356760
122,E08000024,Sunderland,25,2020-03-26 09:00:03.356760
123,E10000030,Surrey,117,2020-03-26 09:00:03.356760
124,E09000029,Sutton,45,2020-03-26 09:00:03.356760
125,E06000030,Swindon,8,2020-03-26 09:00:03.356760
126,E08000008,Tameside,35,2020-03-26 09:00:03.356760
127,E06000020,Telford and Wrekin,12,2020-03-26 09:00:03.356760
128,E06000034,Thurrock,15,2020-03-26 09:00:03.356760
129,E06000027,Torbay,18,2020-03-26 09:00:03.356760
130,E09000030,Tower Hamlets,71,2020-03-26 09:00:03.356760
131,E08000009,Trafford,40,2020-03-26 09:00:03.356760
132,E08000036,Wakefield,19,2020-03-26 09:00:03.356760
133,E08000030,Walsall,60,2020-03-26 09:00:03.356760
134,E09000031,Waltham Forest,63,2020-03-26 09:00:03.356760
135,E09000032,Wandsworth,184,2020-03-26 09:00:03.356760
136,E06000007,Warrington,9,2020-03-26 09:00:03.356760
137,E10000031,Warwickshire,59,2020-03-26 09:00:03.356760
138,E06000037,West Berkshire,16,2020-03-26 09:00:03.356760
139,E10000032,West Sussex,57,2020-03-26 09:00:03.356760
140,E09000033,Westminster,152,2020-03-26 09:00:03.356760
141,E08000010,Wigan,14,2020-03-26 09:00:03.356760
142,E06000054,Wiltshire,39,2020-03-26 09:00:03.356760
143,E06000040,Windsor and Maidenhead,13,2020-03-26 09:00:03.356760
144,E08000015,Wirral,16,2020-03-26 09:00:03.356760
145,E06000041,Wokingham,13,2020-03-26 09:00:03.356760
146,E08000031,Wolverhampton,98,2020-03-26 09:00:03.356760
147,E10000034,Worcestershire,55,2020-03-26 09:00:03.356760
148,E06000014,York,14,2020-03-26 09:00:03.356760
