,GSS_CD,GSS_NM,TotalCases,time_stamp
0,E06000001,Hartlepool,69,2020-04-12 17:37:46.312081
1,E06000002,Middlesbrough,258,2020-04-12 17:37:46.312081
2,E06000003,Redcar and Cleveland,149,2020-04-12 17:37:46.312081
3,E06000004,Stockton-on-Tees,189,2020-04-12 17:37:46.312081
4,E06000005,Darlington,130,2020-04-12 17:37:46.312081
5,E06000006,Halton,183,2020-04-12 17:37:46.312081
6,E06000007,Warrington,301,2020-04-12 17:37:46.312081
7,E06000008,Blackburn with Darwen,139,2020-04-12 17:37:46.312081
8,E06000009,Blackpool,131,2020-04-12 17:37:46.312081
9,E06000010,"Kingston upon Hull, City of",112,2020-04-12 17:37:46.312081
10,E06000011,East Riding of Yorkshire,204,2020-04-12 17:37:46.312081
11,E06000012,North East Lincolnshire,64,2020-04-12 17:37:46.312081
12,E06000013,North Lincolnshire,95,2020-04-12 17:37:46.312081
13,E06000014,York,125,2020-04-12 17:37:46.312081
14,E06000015,Derby,343,2020-04-12 17:37:46.312081
15,E06000016,Leicester,363,2020-04-12 17:37:46.312081
16,E06000017,Rutland,9,2020-04-12 17:37:46.312081
17,E06000018,Nottingham,299,2020-04-12 17:37:46.312081
18,E06000019,"Herefordshire, County of",98,2020-04-12 17:37:46.312081
19,E06000020,Telford and Wrekin,125,2020-04-12 17:37:46.312081
20,E06000021,Stoke-on-Trent,190,2020-04-12 17:37:46.312081
21,E06000022,Bath and North East Somerset,115,2020-04-12 17:37:46.312081
22,E06000023,"Bristol, City of",304,2020-04-12 17:37:46.312081
23,E06000024,North Somerset,112,2020-04-12 17:37:46.312081
24,E06000025,South Gloucestershire,211,2020-04-12 17:37:46.312081
25,E06000026,Plymouth,142,2020-04-12 17:37:46.312081
26,E06000027,Torbay,96,2020-04-12 17:37:46.312081
27,E06000030,Swindon,160,2020-04-12 17:37:46.312081
28,E06000031,Peterborough,101,2020-04-12 17:37:46.312081
29,E06000032,Luton,313,2020-04-12 17:37:46.312081
30,E06000033,Southend-on-Sea,208,2020-04-12 17:37:46.312081
31,E06000034,Thurrock,186,2020-04-12 17:37:46.312081
32,E06000035,Medway,338,2020-04-12 17:37:46.312081
33,E06000036,Bracknell Forest,103,2020-04-12 17:37:46.312081
34,E06000037,West Berkshire,144,2020-04-12 17:37:46.312081
35,E06000038,Reading,159,2020-04-12 17:37:46.312081
36,E06000039,Slough,207,2020-04-12 17:37:46.312081
37,E06000040,Windsor and Maidenhead,135,2020-04-12 17:37:46.312081
38,E06000041,Wokingham,156,2020-04-12 17:37:46.312081
39,E06000042,Milton Keynes,273,2020-04-12 17:37:46.312081
40,E06000043,Brighton and Hove,204,2020-04-12 17:37:46.312081
41,E06000044,Portsmouth,169,2020-04-12 17:37:46.312081
42,E06000045,Southampton,228,2020-04-12 17:37:46.312081
43,E06000046,Isle of Wight,53,2020-04-12 17:37:46.312081
