,GSS_CD,GSS_NM,TotalCases,time_stamp
0,E06000001,Hartlepool,   33,2020-04-07 09:00:02.191544
1,E06000002,Middlesbrough,  151,2020-04-07 09:00:02.191544
2,E06000003,Redcar and Cleveland,  100,2020-04-07 09:00:02.191544
3,E06000004,Stockton-on-Tees,  117,2020-04-07 09:00:02.191544
4,E06000005,Darlington,   52,2020-04-07 09:00:02.191544
5,E06000006,Halton,   95,2020-04-07 09:00:02.191544
6,E06000007,Warrington,  138,2020-04-07 09:00:02.191544
7,E06000008,Blackburn with Darwen,   71,2020-04-07 09:00:02.191544
8,E06000009,Blackpool,   72,2020-04-07 09:00:02.191544
9,E06000010,"Kingston upon Hull, City of",   38,2020-04-07 09:00:02.191544
10,E06000011,East Riding of Yorkshire,   96,2020-04-07 09:00:02.191544
11,E06000012,North East Lincolnshire,   49,2020-04-07 09:00:02.191544
12,E06000013,North Lincolnshire,   62,2020-04-07 09:00:02.191544
13,E06000014,York,   75,2020-04-07 09:00:02.191544
14,E06000015,Derby,  263,2020-04-07 09:00:02.191544
15,E06000016,Leicester,  211,2020-04-07 09:00:02.191544
16,E06000017,Rutland,    6,2020-04-07 09:00:02.191544
17,E06000018,Nottingham,  204,2020-04-07 09:00:02.191544
18,E06000019,"Herefordshire, County of",   66,2020-04-07 09:00:02.191544
19,E06000020,Telford and Wrekin,   73,2020-04-07 09:00:02.191544
20,E06000021,Stoke-on-Trent,  115,2020-04-07 09:00:02.191544
21,E06000022,Bath and North East Somerset,   66,2020-04-07 09:00:02.191544
22,E06000023,"Bristol, City of",  211,2020-04-07 09:00:02.191544
23,E06000024,North Somerset,   82,2020-04-07 09:00:02.191544
24,E06000025,South Gloucestershire,  139,2020-04-07 09:00:02.191544
25,E06000026,Plymouth,  102,2020-04-07 09:00:02.191544
26,E06000027,Torbay,   57,2020-04-07 09:00:02.191544
27,E06000030,Swindon,   74,2020-04-07 09:00:02.191544
28,E06000031,Peterborough,   61,2020-04-07 09:00:02.191544
29,E06000032,Luton,  167,2020-04-07 09:00:02.191544
30,E06000033,Southend-on-Sea,  118,2020-04-07 09:00:02.191544
31,E06000034,Thurrock,  120,2020-04-07 09:00:02.191544
32,E06000035,Medway,  153,2020-04-07 09:00:02.191544
33,E06000036,Bracknell Forest,   69,2020-04-07 09:00:02.191544
34,E06000037,West Berkshire,   92,2020-04-07 09:00:02.191544
35,E06000038,Reading,  111,2020-04-07 09:00:02.191544
36,E06000039,Slough,  155,2020-04-07 09:00:02.191544
37,E06000040,Windsor and Maidenhead,  105,2020-04-07 09:00:02.191544
38,E06000041,Wokingham,  114,2020-04-07 09:00:02.191544
39,E06000042,Milton Keynes,  181,2020-04-07 09:00:02.191544
40,E06000043,Brighton and Hove,   85,2020-04-07 09:00:02.191544
41,E06000044,Portsmouth,  104,2020-04-07 09:00:02.191544
42,E06000045,Southampton,  149,2020-04-07 09:00:02.191544
43,E06000046,Isle of Wight,   32,2020-04-07 09:00:02.191544
44,E06000047,County Durham,  292,2020-04-07 09:00:02.191544
45,E06000049,Cheshire East,  196,2020-04-07 09:00:02.191544
46,E06000050,Cheshire West and Chester,  200,2020-04-07 09:00:02.191544
47,E06000051,Shropshire,  143,2020-04-07 09:00:02.191544
48,E06000052,Cornwall and Isles of Scilly,  198,2020-04-07 09:00:02.191544
49,E06000054,Wiltshire,  154,2020-04-07 09:00:02.191544
50,E06000055,Bedford,  110,2020-04-07 09:00:02.191544
51,E06000056,Central Bedfordshire,  144,2020-04-07 09:00:02.191544
52,E06000057,Northumberland,  211,2020-04-07 09:00:02.191544
53,E06000058,"Bournemouth, Christchurch and Poole",  115,2020-04-07 09:00:02.191544
54,E06000059,Dorset,  126,2020-04-07 09:00:02.191544
55,E08000001,Bolton,  170,2020-04-07 09:00:02.191544
56,E08000002,Bury,  138,2020-04-07 09:00:02.191544
57,E08000003,Manchester,  323,2020-04-07 09:00:02.191544
58,E08000004,Oldham,  216,2020-04-07 09:00:02.191544
59,E08000005,Rochdale,  167,2020-04-07 09:00:02.191544
60,E08000006,Salford,  242,2020-04-07 09:00:02.191544
61,E08000007,Stockport,  246,2020-04-07 09:00:02.191544
62,E08000008,Tameside,  162,2020-04-07 09:00:02.191544
63,E08000009,Trafford,  222,2020-04-07 09:00:02.191544
64,E08000010,Wigan,  185,2020-04-07 09:00:02.191544
65,E08000011,Knowsley,  167,2020-04-07 09:00:02.191544
66,E08000012,Liverpool,  510,2020-04-07 09:00:02.191544
67,E08000013,St. Helens,  236,2020-04-07 09:00:02.191544
68,E08000014,Sefton,  264,2020-04-07 09:00:02.191544
69,E08000015,Wirral,  220,2020-04-07 09:00:02.191544
70,E08000016,Barnsley,  216,2020-04-07 09:00:02.191544
71,E08000017,Doncaster,  144,2020-04-07 09:00:02.191544
72,E08000018,Rotherham,  221,2020-04-07 09:00:02.191544
73,E08000019,Sheffield,  882,2020-04-07 09:00:02.191544
74,E08000021,Newcastle upon Tyne,  359,2020-04-07 09:00:02.191544
75,E08000022,North Tyneside,  180,2020-04-07 09:00:02.191544
76,E08000023,South Tyneside,   98,2020-04-07 09:00:02.191544
77,E08000024,Sunderland,  278,2020-04-07 09:00:02.191544
78,E08000025,Birmingham,"1,287",2020-04-07 09:00:02.191544
79,E08000026,Coventry,  263,2020-04-07 09:00:02.191544
80,E08000027,Dudley,  296,2020-04-07 09:00:02.191544
81,E08000028,Sandwell,  353,2020-04-07 09:00:02.191544
82,E08000029,Solihull,  215,2020-04-07 09:00:02.191544
83,E08000030,Walsall,  359,2020-04-07 09:00:02.191544
84,E08000031,Wolverhampton,  304,2020-04-07 09:00:02.191544
85,E08000032,Bradford,  204,2020-04-07 09:00:02.191544
86,E08000033,Calderdale,   94,2020-04-07 09:00:02.191544
87,E08000034,Kirklees,  198,2020-04-07 09:00:02.191544
88,E08000035,Leeds,  325,2020-04-07 09:00:02.191544
89,E08000036,Wakefield,  162,2020-04-07 09:00:02.191544
90,E08000037,Gateshead,  180,2020-04-07 09:00:02.191544
91,E09000002,Barking and Dagenham,  211,2020-04-07 09:00:02.191544
92,E09000003,Barnet,  666,2020-04-07 09:00:02.191544
93,E09000004,Bexley,  250,2020-04-07 09:00:02.191544
94,E09000005,Brent,  759,2020-04-07 09:00:02.191544
95,E09000006,Bromley,  521,2020-04-07 09:00:02.191544
