,GSS_CD,GSS_NM,TotalCases,time_stamp
100,E09000011,Greenwich,  410,2020-04-10 09:00:02.094438
101,E09000012,Hackney and City of London,  444,2020-04-10 09:00:02.094438
102,E09000013,Hammersmith and Fulham,  313,2020-04-10 09:00:02.094438
103,E09000014,Haringey,  333,2020-04-10 09:00:02.094438
104,E09000015,Harrow,  549,2020-04-10 09:00:02.094438
105,E09000016,Havering,  342,2020-04-10 09:00:02.094438
106,E09000017,Hillingdon,  410,2020-04-10 09:00:02.094438
107,E09000018,Hounslow,  396,2020-04-10 09:00:02.094438
108,E09000019,Islington,  279,2020-04-10 09:00:02.094438
109,E09000020,Kensington and Chelsea,  301,2020-04-10 09:00:02.094438
110,E09000021,Kingston upon Thames,  229,2020-04-10 09:00:02.094438
111,E09000022,Lambeth,  766,2020-04-10 09:00:02.094438
112,E09000023,Lewisham,  617,2020-04-10 09:00:02.094438
113,E09000024,Merton,  417,2020-04-10 09:00:02.094438
114,E09000025,Newham,  642,2020-04-10 09:00:02.094438
115,E09000026,Redbridge,  400,2020-04-10 09:00:02.094438
116,E09000027,Richmond upon Thames,  235,2020-04-10 09:00:02.094438
117,E09000028,Southwark,  794,2020-04-10 09:00:02.094438
118,E09000029,Sutton,  324,2020-04-10 09:00:02.094438
119,E09000030,Tower Hamlets,  428,2020-04-10 09:00:02.094438
120,E09000031,Waltham Forest,  463,2020-04-10 09:00:02.094438
121,E09000032,Wandsworth,  625,2020-04-10 09:00:02.094438
122,E09000033,Westminster,  428,2020-04-10 09:00:02.094438
123,E10000002,Buckinghamshire,  364,2020-04-10 09:00:02.094438
124,E10000003,Cambridgeshire,  290,2020-04-10 09:00:02.094438
125,E10000006,Cumbria,  936,2020-04-10 09:00:02.094438
126,E10000007,Derbyshire,  575,2020-04-10 09:00:02.094438
127,E10000008,Devon,  294,2020-04-10 09:00:02.094438
128,E10000011,East Sussex,  279,2020-04-10 09:00:02.094438
129,E10000012,Essex,"1,139",2020-04-10 09:00:02.094438
130,E10000013,Gloucestershire,  429,2020-04-10 09:00:02.094438
131,E10000014,Hampshire,"1,317",2020-04-10 09:00:02.094438
132,E10000015,Hertfordshire,"1,090",2020-04-10 09:00:02.094438
133,E10000016,Kent,"1,105",2020-04-10 09:00:02.094438
134,E10000017,Lancashire,"1,111",2020-04-10 09:00:02.094438
135,E10000018,Leicestershire,  433,2020-04-10 09:00:02.094438
136,E10000019,Lincolnshire,  363,2020-04-10 09:00:02.094438
137,E10000020,Norfolk,  438,2020-04-10 09:00:02.094438
138,E10000021,Northamptonshire,  547,2020-04-10 09:00:02.094438
139,E10000023,North Yorkshire,  352,2020-04-10 09:00:02.094438
140,E10000024,Nottinghamshire,  536,2020-04-10 09:00:02.094438
141,E10000025,Oxfordshire,  583,2020-04-10 09:00:02.094438
142,E10000027,Somerset,  152,2020-04-10 09:00:02.094438
143,E10000028,Staffordshire,  701,2020-04-10 09:00:02.094438
144,E10000029,Suffolk,  314,2020-04-10 09:00:02.094438
145,E10000030,Surrey,"1,175",2020-04-10 09:00:02.094438
146,E10000031,Warwickshire,  458,2020-04-10 09:00:02.094438
147,E10000032,West Sussex,  330,2020-04-10 09:00:02.094438
148,E10000034,Worcestershire,  471,2020-04-10 09:00:02.094438
