,GSS_CD,GSS_NM,TotalCases,time_stamp
99,E09000027,Richmond upon Thames,7,2020-03-19 13:55:00.000000
100,E08000005,Rochdale,6,2020-03-19 13:55:00.000000
101,E08000018,Rotherham,4,2020-03-19 13:55:00.000000
102,E06000017,Rutland,0,2020-03-19 13:55:00.000000
103,E08000006,Salford,4,2020-03-19 13:55:00.000000
104,E08000028,Sandwell,6,2020-03-19 13:55:00.000000
105,E08000014,Sefton,4,2020-03-19 13:55:00.000000
106,E08000019,Sheffield,36,2020-03-19 13:55:00.000000
107,E06000051,Shropshire,3,2020-03-19 13:55:00.000000
108,E06000039,Slough,13,2020-03-19 13:55:00.000000
109,E08000029,Solihull,1,2020-03-19 13:55:00.000000
110,E10000027,Somerset,7,2020-03-19 13:55:00.000000
111,E06000025,South Gloucestershire,9,2020-03-19 13:55:00.000000
112,E08000023,South Tyneside,2,2020-03-19 13:55:00.000000
113,E06000045,Southampton,4,2020-03-19 13:55:00.000000
114,E06000033,Southend-on-Sea,5,2020-03-19 13:55:00.000000
115,E09000028,Southwark,70,2020-03-19 13:55:00.000000
116,E08000013,St. Helens,2,2020-03-19 13:55:00.000000
117,E10000028,Staffordshire,14,2020-03-19 13:55:00.000000
118,E08000007,Stockport,10,2020-03-19 13:55:00.000000
119,E06000004,Stockton-on-Tees,6,2020-03-19 13:55:00.000000
120,E06000021,Stoke-on-Trent,1,2020-03-19 13:55:00.000000
121,E10000029,Suffolk,10,2020-03-19 13:55:00.000000
122,E08000024,Sunderland,3,2020-03-19 13:55:00.000000
123,E10000030,Surrey,39,2020-03-19 13:55:00.000000
124,E09000029,Sutton,12,2020-03-19 13:55:00.000000
125,E06000030,Swindon,3,2020-03-19 13:55:00.000000
126,E08000008,Tameside,12,2020-03-19 13:55:00.000000
127,E06000020,Telford and Wrekin,0,2020-03-19 13:55:00.000000
128,E06000034,Thurrock,2,2020-03-19 13:55:00.000000
129,E06000027,Torbay,6,2020-03-19 13:55:00.000000
130,E09000030,Tower Hamlets,25,2020-03-19 13:55:00.000000
131,E08000009,Trafford,14,2020-03-19 13:55:00.000000
132,E08000036,Wakefield,5,2020-03-19 13:55:00.000000
133,E08000030,Walsall,14,2020-03-19 13:55:00.000000
134,E09000031,Waltham Forest,14,2020-03-19 13:55:00.000000
135,E09000032,Wandsworth,59,2020-03-19 13:55:00.000000
136,E06000007,Warrington,4,2020-03-19 13:55:00.000000
137,E10000031,Warwickshire,10,2020-03-19 13:55:00.000000
138,E06000037,West Berkshire,3,2020-03-19 13:55:00.000000
139,E10000032,West Sussex,10,2020-03-19 13:55:00.000000
140,E09000033,Westminster,68,2020-03-19 13:55:00.000000
141,E08000010,Wigan,4,2020-03-19 13:55:00.000000
142,E06000054,Wiltshire,9,2020-03-19 13:55:00.000000
143,E06000040,Windsor and Maidenhead,10,2020-03-19 13:55:00.000000
144,E08000015,Wirral,8,2020-03-19 13:55:00.000000
145,E06000041,Wokingham,10,2020-03-19 13:55:00.000000
146,E08000031,Wolverhampton,22,2020-03-19 13:55:00.000000
147,E10000034,Worcestershire,5,2020-03-19 13:55:00.000000
148,E06000014,York,4,2020-03-19 13:55:00.000000
