,GSS_CD,GSS_NM,TotalCases,time_stamp
117,E09000028,Southwark,474,2020-04-02 09:00:02.281282
118,E09000029,Sutton,142,2020-04-02 09:00:02.281282
119,E09000030,Tower Hamlets,241,2020-04-02 09:00:02.281282
120,E09000031,Waltham Forest,260,2020-04-02 09:00:02.281282
121,E09000032,Wandsworth,360,2020-04-02 09:00:02.281282
122,E09000033,Westminster,301,2020-04-02 09:00:02.281282
123,E10000002,Buckinghamshire,195,2020-04-02 09:00:02.281282
124,E10000003,Cambridgeshire,141,2020-04-02 09:00:02.281282
125,E10000006,Cumbria,425,2020-04-02 09:00:02.281282
126,E10000007,Derbyshire,307,2020-04-02 09:00:02.281282
127,E10000008,Devon,128,2020-04-02 09:00:02.281282
128,E10000011,East Sussex,84,2020-04-02 09:00:02.281282
129,E10000012,Essex,420,2020-04-02 09:00:02.281282
130,E10000013,Gloucestershire,172,2020-04-02 09:00:02.281282
131,E10000014,Hampshire,652,2020-04-02 09:00:02.281282
132,E10000015,Hertfordshire,480,2020-04-02 09:00:02.281282
133,E10000016,Kent,455,2020-04-02 09:00:02.281282
134,E10000017,Lancashire,368,2020-04-02 09:00:02.281282
135,E10000018,Leicestershire,187,2020-04-02 09:00:02.281282
136,E10000019,Lincolnshire,133,2020-04-02 09:00:02.281282
137,E10000020,Norfolk,180,2020-04-02 09:00:02.281282
138,E10000021,Northamptonshire,187,2020-04-02 09:00:02.281282
139,E10000023,North Yorkshire,149,2020-04-02 09:00:02.281282
140,E10000024,Nottinghamshire,275,2020-04-02 09:00:02.281282
141,E10000025,Oxfordshire,234,2020-04-02 09:00:02.281282
142,E10000027,Somerset,63,2020-04-02 09:00:02.281282
143,E10000028,Staffordshire,329,2020-04-02 09:00:02.281282
144,E10000029,Suffolk,125,2020-04-02 09:00:02.281282
145,E10000030,Surrey,571,2020-04-02 09:00:02.281282
146,E10000031,Warwickshire,190,2020-04-02 09:00:02.281282
147,E10000032,West Sussex,160,2020-04-02 09:00:02.281282
148,E10000034,Worcestershire,201,2020-04-02 09:00:02.281282
