,GSS_CD,GSS_NM,TotalCases,time_stamp
43,E10000013,Gloucestershire,32,2020-03-24 09:00:02.478269
44,E09000011,Greenwich,67,2020-03-24 09:00:02.478269
45,E09000012,Hackney and City of London,72,2020-03-24 09:00:02.478269
46,E06000006,Halton,7,2020-03-24 09:00:02.478269
47,E09000013,Hammersmith and Fulham,58,2020-03-24 09:00:02.478269
48,E10000014,Hampshire,171,2020-03-24 09:00:02.478269
49,E09000014,Haringey,64,2020-03-24 09:00:02.478269
50,E09000015,Harrow,113,2020-03-24 09:00:02.478269
51,E06000001,Hartlepool,3,2020-03-24 09:00:02.478269
52,E09000016,Havering,39,2020-03-24 09:00:02.478269
53,E06000019,"Herefordshire, County of",7,2020-03-24 09:00:02.478269
54,E10000015,Hertfordshire,115,2020-03-24 09:00:02.478269
55,E09000017,Hillingdon,78,2020-03-24 09:00:02.478269
56,E09000018,Hounslow,73,2020-03-24 09:00:02.478269
57,E06000046,Isle of Wight,2,2020-03-24 09:00:02.478269
58,E09000019,Islington,59,2020-03-24 09:00:02.478269
59,E09000020,Kensington and Chelsea,85,2020-03-24 09:00:02.478269
60,E10000016,Kent,64,2020-03-24 09:00:02.478269
61,E06000010,"Kingston upon Hull, City of",1,2020-03-24 09:00:02.478269
62,E09000021,Kingston upon Thames,23,2020-03-24 09:00:02.478269
63,E08000034,Kirklees,16,2020-03-24 09:00:02.478269
64,E08000011,Knowsley,5,2020-03-24 09:00:02.478269
65,E09000022,Lambeth,134,2020-03-24 09:00:02.478269
66,E10000017,Lancashire,59,2020-03-24 09:00:02.478269
67,E08000035,Leeds,35,2020-03-24 09:00:02.478269
68,E06000016,Leicester,22,2020-03-24 09:00:02.478269
69,E10000018,Leicestershire,53,2020-03-24 09:00:02.478269
70,E09000023,Lewisham,86,2020-03-24 09:00:02.478269
71,E10000019,Lincolnshire,20,2020-03-24 09:00:02.478269
72,E08000012,Liverpool,35,2020-03-24 09:00:02.478269
73,E06000032,Luton,15,2020-03-24 09:00:02.478269
74,E08000003,Manchester,37,2020-03-24 09:00:02.478269
75,E06000035,Medway,15,2020-03-24 09:00:02.478269
76,E09000024,Merton,57,2020-03-24 09:00:02.478269
77,E06000002,Middlesbrough,3,2020-03-24 09:00:02.478269
78,E06000042,Milton Keynes,17,2020-03-24 09:00:02.478269
79,E08000021,Newcastle upon Tyne,42,2020-03-24 09:00:02.478269
80,E09000025,Newham,70,2020-03-24 09:00:02.478269
81,E10000020,Norfolk,35,2020-03-24 09:00:02.478269
82,E06000012,North East Lincolnshire,1,2020-03-24 09:00:02.478269
83,E06000013,North Lincolnshire,3,2020-03-24 09:00:02.478269
84,E06000024,North Somerset,7,2020-03-24 09:00:02.478269
85,E08000022,North Tyneside,18,2020-03-24 09:00:02.478269
86,E10000023,North Yorkshire,24,2020-03-24 09:00:02.478269
87,E10000021,Northamptonshire,29,2020-03-24 09:00:02.478269
88,E06000057,Northumberland,10,2020-03-24 09:00:02.478269
89,E06000018,Nottingham,41,2020-03-24 09:00:02.478269
90,E10000024,Nottinghamshire,71,2020-03-24 09:00:02.478269
91,E08000004,Oldham,28,2020-03-24 09:00:02.478269
92,E10000025,Oxfordshire,63,2020-03-24 09:00:02.478269
93,E06000031,Peterborough,3,2020-03-24 09:00:02.478269
94,E06000026,Plymouth,11,2020-03-24 09:00:02.478269
95,E06000044,Portsmouth,25,2020-03-24 09:00:02.478269
96,E06000038,Reading,8,2020-03-24 09:00:02.478269
97,E09000026,Redbridge,51,2020-03-24 09:00:02.478269
98,E06000003,Redcar and Cleveland,3,2020-03-24 09:00:02.478269
99,E09000027,Richmond upon Thames,31,2020-03-24 09:00:02.478269
100,E08000005,Rochdale,19,2020-03-24 09:00:02.478269
101,E08000018,Rotherham,12,2020-03-24 09:00:02.478269
102,E06000017,Rutland,0,2020-03-24 09:00:02.478269
103,E08000006,Salford,25,2020-03-24 09:00:02.478269
104,E08000028,Sandwell,31,2020-03-24 09:00:02.478269
105,E08000014,Sefton,10,2020-03-24 09:00:02.478269
106,E08000019,Sheffield,106,2020-03-24 09:00:02.478269
107,E06000051,Shropshire,10,2020-03-24 09:00:02.478269
108,E06000039,Slough,22,2020-03-24 09:00:02.478269
109,E08000029,Solihull,8,2020-03-24 09:00:02.478269
110,E10000027,Somerset,15,2020-03-24 09:00:02.478269
111,E06000025,South Gloucestershire,19,2020-03-24 09:00:02.478269
112,E08000023,South Tyneside,6,2020-03-24 09:00:02.478269
113,E06000045,Southampton,11,2020-03-24 09:00:02.478269
114,E06000033,Southend-on-Sea,8,2020-03-24 09:00:02.478269
115,E09000028,Southwark,154,2020-03-24 09:00:02.478269
116,E08000013,St. Helens,6,2020-03-24 09:00:02.478269
117,E10000028,Staffordshire,54,2020-03-24 09:00:02.478269
118,E08000007,Stockport,36,2020-03-24 09:00:02.478269
119,E06000004,Stockton-on-Tees,12,2020-03-24 09:00:02.478269
120,E06000021,Stoke-on-Trent,4,2020-03-24 09:00:02.478269
121,E10000029,Suffolk,22,2020-03-24 09:00:02.478269
122,E08000024,Sunderland,13,2020-03-24 09:00:02.478269
123,E10000030,Surrey,69,2020-03-24 09:00:02.478269
124,E09000029,Sutton,24,2020-03-24 09:00:02.478269
125,E06000030,Swindon,7,2020-03-24 09:00:02.478269
126,E08000008,Tameside,27,2020-03-24 09:00:02.478269
127,E06000020,Telford and Wrekin,3,2020-03-24 09:00:02.478269
128,E06000034,Thurrock,13,2020-03-24 09:00:02.478269
129,E06000027,Torbay,17,2020-03-24 09:00:02.478269
130,E09000030,Tower Hamlets,67,2020-03-24 09:00:02.478269
131,E08000009,Trafford,28,2020-03-24 09:00:02.478269
132,E08000036,Wakefield,12,2020-03-24 09:00:02.478269
133,E08000030,Walsall,37,2020-03-24 09:00:02.478269
134,E09000031,Waltham Forest,56,2020-03-24 09:00:02.478269
135,E09000032,Wandsworth,113,2020-03-24 09:00:02.478269
136,E06000007,Warrington,7,2020-03-24 09:00:02.478269
137,E10000031,Warwickshire,35,2020-03-24 09:00:02.478269
138,E06000037,West Berkshire,10,2020-03-24 09:00:02.478269
139,E10000032,West Sussex,28,2020-03-24 09:00:02.478269
140,E09000033,Westminster,134,2020-03-24 09:00:02.478269
141,E08000010,Wigan,9,2020-03-24 09:00:02.478269
142,E06000054,Wiltshire,28,2020-03-24 09:00:02.478269
143,E06000040,Windsor and Maidenhead,13,2020-03-24 09:00:02.478269
144,E08000015,Wirral,12,2020-03-24 09:00:02.478269
145,E06000041,Wokingham,13,2020-03-24 09:00:02.478269
146,E08000031,Wolverhampton,69,2020-03-24 09:00:02.478269
147,E10000034,Worcestershire,28,2020-03-24 09:00:02.478269
148,E06000014,York,10,2020-03-24 09:00:02.478269
