,GSS_CD,GSS_NM,TotalCases,time_stamp
0,E06000001,Hartlepool,69,2020-04-13 09:00:02.493279
1,E06000002,Middlesbrough,258,2020-04-13 09:00:02.493279
2,E06000003,Redcar and Cleveland,149,2020-04-13 09:00:02.493279
3,E06000004,Stockton-on-Tees,189,2020-04-13 09:00:02.493279
4,E06000005,Darlington,130,2020-04-13 09:00:02.493279
5,E06000006,Halton,183,2020-04-13 09:00:02.493279
6,E06000007,Warrington,301,2020-04-13 09:00:02.493279
7,E06000008,Blackburn with Darwen,139,2020-04-13 09:00:02.493279
8,E06000009,Blackpool,131,2020-04-13 09:00:02.493279
9,E06000010,"Kingston upon Hull, City of",112,2020-04-13 09:00:02.493279
10,E06000011,East Riding of Yorkshire,204,2020-04-13 09:00:02.493279
11,E06000012,North East Lincolnshire,64,2020-04-13 09:00:02.493279
12,E06000013,North Lincolnshire,95,2020-04-13 09:00:02.493279
13,E06000014,York,125,2020-04-13 09:00:02.493279
14,E06000015,Derby,343,2020-04-13 09:00:02.493279
15,E06000016,Leicester,363,2020-04-13 09:00:02.493279
16,E06000017,Rutland,9,2020-04-13 09:00:02.493279
17,E06000018,Nottingham,299,2020-04-13 09:00:02.493279
18,E06000019,"Herefordshire, County of",98,2020-04-13 09:00:02.493279
19,E06000020,Telford and Wrekin,125,2020-04-13 09:00:02.493279
20,E06000021,Stoke-on-Trent,190,2020-04-13 09:00:02.493279
21,E06000022,Bath and North East Somerset,115,2020-04-13 09:00:02.493279
22,E06000023,"Bristol, City of",304,2020-04-13 09:00:02.493279
23,E06000024,North Somerset,112,2020-04-13 09:00:02.493279
24,E06000025,South Gloucestershire,211,2020-04-13 09:00:02.493279
25,E06000026,Plymouth,142,2020-04-13 09:00:02.493279
26,E06000027,Torbay,96,2020-04-13 09:00:02.493279
27,E06000030,Swindon,160,2020-04-13 09:00:02.493279
28,E06000031,Peterborough,101,2020-04-13 09:00:02.493279
29,E06000032,Luton,313,2020-04-13 09:00:02.493279
30,E06000033,Southend-on-Sea,208,2020-04-13 09:00:02.493279
31,E06000034,Thurrock,186,2020-04-13 09:00:02.493279
32,E06000035,Medway,338,2020-04-13 09:00:02.493279
33,E06000036,Bracknell Forest,103,2020-04-13 09:00:02.493279
34,E06000037,West Berkshire,144,2020-04-13 09:00:02.493279
35,E06000038,Reading,159,2020-04-13 09:00:02.493279
36,E06000039,Slough,207,2020-04-13 09:00:02.493279
37,E06000040,Windsor and Maidenhead,135,2020-04-13 09:00:02.493279
38,E06000041,Wokingham,156,2020-04-13 09:00:02.493279
39,E06000042,Milton Keynes,273,2020-04-13 09:00:02.493279
40,E06000043,Brighton and Hove,204,2020-04-13 09:00:02.493279
41,E06000044,Portsmouth,169,2020-04-13 09:00:02.493279
42,E06000045,Southampton,228,2020-04-13 09:00:02.493279
43,E06000046,Isle of Wight,53,2020-04-13 09:00:02.493279
44,E06000047,County Durham,566,2020-04-13 09:00:02.493279
45,E06000049,Cheshire East,368,2020-04-13 09:00:02.493279
46,E06000050,Cheshire West and Chester,383,2020-04-13 09:00:02.493279
47,E06000051,Shropshire,234,2020-04-13 09:00:02.493279
48,E06000052,Cornwall and Isles of Scilly,290,2020-04-13 09:00:02.493279
49,E06000054,Wiltshire,227,2020-04-13 09:00:02.493279
50,E06000055,Bedford,185,2020-04-13 09:00:02.493279
51,E06000056,Central Bedfordshire,239,2020-04-13 09:00:02.493279
52,E06000057,Northumberland,363,2020-04-13 09:00:02.493279
