,GSS_CD,GSS_NM,TotalCases,time_stamp
0,E06000001,Hartlepool,7,2020-03-29 09:00:02.755060
1,E06000002,Middlesbrough,19,2020-03-29 09:00:02.755060
2,E06000003,Redcar and Cleveland,15,2020-03-29 09:00:02.755060
3,E06000004,Stockton-on-Tees,29,2020-03-29 09:00:02.755060
4,E06000005,Darlington,14,2020-03-29 09:00:02.755060
5,E06000006,Halton,12,2020-03-29 09:00:02.755060
6,E06000007,Warrington,19,2020-03-29 09:00:02.755060
7,E06000008,Blackburn with Darwen,10,2020-03-29 09:00:02.755060
8,E06000009,Blackpool,10,2020-03-29 09:00:02.755060
9,E06000010,"Kingston upon Hull, City of",5,2020-03-29 09:00:02.755060
10,E06000011,East Riding of Yorkshire,26,2020-03-29 09:00:02.755060
11,E06000012,North East Lincolnshire,8,2020-03-29 09:00:02.755060
12,E06000013,North Lincolnshire,7,2020-03-29 09:00:02.755060
13,E06000014,York,19,2020-03-29 09:00:02.755060
14,E06000015,Derby,100,2020-03-29 09:00:02.755060
15,E06000016,Leicester,65,2020-03-29 09:00:02.755060
16,E06000017,Rutland,2,2020-03-29 09:00:02.755060
17,E06000018,Nottingham,91,2020-03-29 09:00:02.755060
18,E06000019,"Herefordshire, County of",25,2020-03-29 09:00:02.755060
19,E06000020,Telford and Wrekin,23,2020-03-29 09:00:02.755060
20,E06000021,Stoke-on-Trent,27,2020-03-29 09:00:02.755060
21,E06000022,Bath and North East Somerset,32,2020-03-29 09:00:02.755060
22,E06000023,"Bristol, City of",65,2020-03-29 09:00:02.755060
23,E06000024,North Somerset,31,2020-03-29 09:00:02.755060
24,E06000025,South Gloucestershire,49,2020-03-29 09:00:02.755060
25,E06000026,Plymouth,39,2020-03-29 09:00:02.755060
26,E06000027,Torbay,25,2020-03-29 09:00:02.755060
27,E06000030,Swindon,18,2020-03-29 09:00:02.755060
28,E06000031,Peterborough,20,2020-03-29 09:00:02.755060
29,E06000032,Luton,53,2020-03-29 09:00:02.755060
30,E06000033,Southend-on-Sea,23,2020-03-29 09:00:02.755060
31,E06000034,Thurrock,33,2020-03-29 09:00:02.755060
32,E06000035,Medway,50,2020-03-29 09:00:02.755060
33,E06000036,Bracknell Forest,17,2020-03-29 09:00:02.755060
34,E06000037,West Berkshire,36,2020-03-29 09:00:02.755060
35,E06000038,Reading,27,2020-03-29 09:00:02.755060
36,E06000039,Slough,69,2020-03-29 09:00:02.755060
37,E06000040,Windsor and Maidenhead,44,2020-03-29 09:00:02.755060
38,E06000041,Wokingham,23,2020-03-29 09:00:02.755060
39,E06000042,Milton Keynes,71,2020-03-29 09:00:02.755060
40,E06000043,Brighton and Hove,33,2020-03-29 09:00:02.755060
41,E06000044,Portsmouth,64,2020-03-29 09:00:02.755060
42,E06000045,Southampton,41,2020-03-29 09:00:02.755060
43,E06000046,Isle of Wight,10,2020-03-29 09:00:02.755060
44,E06000047,County Durham,69,2020-03-29 09:00:02.755060
45,E06000049,Cheshire East,42,2020-03-29 09:00:02.755060
