,GSS_CD,GSS_NM,TotalCases,time_stamp
40,E06000043,Brighton and Hove,71,2020-04-04 09:00:02.484131
41,E06000044,Portsmouth,85,2020-04-04 09:00:02.484131
42,E06000045,Southampton,128,2020-04-04 09:00:02.484131
43,E06000046,Isle of Wight,19,2020-04-04 09:00:02.484131
44,E06000047,County Durham,198,2020-04-04 09:00:02.484131
45,E06000049,Cheshire East,111,2020-04-04 09:00:02.484131
46,E06000050,Cheshire West and Chester,116,2020-04-04 09:00:02.484131
47,E06000051,Shropshire,120,2020-04-04 09:00:02.484131
48,E06000052,Cornwall and Isles of Scilly,125,2020-04-04 09:00:02.484131
49,E06000054,Wiltshire,110,2020-04-04 09:00:02.484131
50,E06000055,Bedford,74,2020-04-04 09:00:02.484131
51,E06000056,Central Bedfordshire,99,2020-04-04 09:00:02.484131
52,E06000057,Northumberland,142,2020-04-04 09:00:02.484131
53,E06000058,"Bournemouth, Christchurch and Poole",74,2020-04-04 09:00:02.484131
54,E06000059,Dorset,80,2020-04-04 09:00:02.484131
55,E08000001,Bolton,80,2020-04-04 09:00:02.484131
56,E08000002,Bury,102,2020-04-04 09:00:02.484131
57,E08000003,Manchester,224,2020-04-04 09:00:02.484131
58,E08000004,Oldham,149,2020-04-04 09:00:02.484131
59,E08000005,Rochdale,126,2020-04-04 09:00:02.484131
60,E08000006,Salford,190,2020-04-04 09:00:02.484131
61,E08000007,Stockport,156,2020-04-04 09:00:02.484131
62,E08000008,Tameside,109,2020-04-04 09:00:02.484131
63,E08000009,Trafford,139,2020-04-04 09:00:02.484131
64,E08000010,Wigan,110,2020-04-04 09:00:02.484131
65,E08000011,Knowsley,89,2020-04-04 09:00:02.484131
66,E08000012,Liverpool,342,2020-04-04 09:00:02.484131
67,E08000013,St. Helens,122,2020-04-04 09:00:02.484131
68,E08000014,Sefton,142,2020-04-04 09:00:02.484131
69,E08000015,Wirral,130,2020-04-04 09:00:02.484131
70,E08000016,Barnsley,154,2020-04-04 09:00:02.484131
71,E08000017,Doncaster,116,2020-04-04 09:00:02.484131
72,E08000018,Rotherham,154,2020-04-04 09:00:02.484131
73,E08000019,Sheffield,715,2020-04-04 09:00:02.484131
74,E08000021,Newcastle upon Tyne,284,2020-04-04 09:00:02.484131
75,E08000022,North Tyneside,133,2020-04-04 09:00:02.484131
76,E08000023,South Tyneside,56,2020-04-04 09:00:02.484131
77,E08000024,Sunderland,152,2020-04-04 09:00:02.484131
78,E08000025,Birmingham,984,2020-04-04 09:00:02.484131
79,E08000026,Coventry,188,2020-04-04 09:00:02.484131
80,E08000027,Dudley,226,2020-04-04 09:00:02.484131
81,E08000028,Sandwell,252,2020-04-04 09:00:02.484131
82,E08000029,Solihull,164,2020-04-04 09:00:02.484131
83,E08000030,Walsall,270,2020-04-04 09:00:02.484131
84,E08000031,Wolverhampton,251,2020-04-04 09:00:02.484131
85,E08000032,Bradford,135,2020-04-04 09:00:02.484131
86,E08000033,Calderdale,69,2020-04-04 09:00:02.484131
87,E08000034,Kirklees,142,2020-04-04 09:00:02.484131
88,E08000035,Leeds,219,2020-04-04 09:00:02.484131
89,E08000036,Wakefield,105,2020-04-04 09:00:02.484131
90,E08000037,Gateshead,108,2020-04-04 09:00:02.484131
91,E09000002,Barking and Dagenham,178,2020-04-04 09:00:02.484131
92,E09000003,Barnet,547,2020-04-04 09:00:02.484131
93,E09000004,Bexley,217,2020-04-04 09:00:02.484131
94,E09000005,Brent,601,2020-04-04 09:00:02.484131
95,E09000006,Bromley,405,2020-04-04 09:00:02.484131
96,E09000007,Camden,244,2020-04-04 09:00:02.484131
97,E09000008,Croydon,497,2020-04-04 09:00:02.484131
98,E09000009,Ealing,414,2020-04-04 09:00:02.484131
99,E09000010,Enfield,282,2020-04-04 09:00:02.484131
100,E09000011,Greenwich,277,2020-04-04 09:00:02.484131
101,E09000012,Hackney and City of London,298,2020-04-04 09:00:02.484131
102,E09000013,Hammersmith and Fulham,207,2020-04-04 09:00:02.484131
103,E09000014,Haringey,233,2020-04-04 09:00:02.484131
104,E09000015,Harrow,401,2020-04-04 09:00:02.484131
105,E09000016,Havering,183,2020-04-04 09:00:02.484131
106,E09000017,Hillingdon,274,2020-04-04 09:00:02.484131
107,E09000018,Hounslow,253,2020-04-04 09:00:02.484131
108,E09000019,Islington,210,2020-04-04 09:00:02.484131
109,E09000020,Kensington and Chelsea,222,2020-04-04 09:00:02.484131
110,E09000021,Kingston upon Thames,140,2020-04-04 09:00:02.484131
111,E09000022,Lambeth,563,2020-04-04 09:00:02.484131
112,E09000023,Lewisham,401,2020-04-04 09:00:02.484131
113,E09000024,Merton,262,2020-04-04 09:00:02.484131
114,E09000025,Newham,409,2020-04-04 09:00:02.484131
115,E09000026,Redbridge,247,2020-04-04 09:00:02.484131
116,E09000027,Richmond upon Thames,167,2020-04-04 09:00:02.484131
117,E09000028,Southwark,566,2020-04-04 09:00:02.484131
118,E09000029,Sutton,197,2020-04-04 09:00:02.484131
119,E09000030,Tower Hamlets,287,2020-04-04 09:00:02.484131
120,E09000031,Waltham Forest,309,2020-04-04 09:00:02.484131
121,E09000032,Wandsworth,434,2020-04-04 09:00:02.484131
122,E09000033,Westminster,322,2020-04-04 09:00:02.484131
123,E10000002,Buckinghamshire,222,2020-04-04 09:00:02.484131
124,E10000003,Cambridgeshire,172,2020-04-04 09:00:02.484131
125,E10000006,Cumbria,564,2020-04-04 09:00:02.484131
126,E10000007,Derbyshire,383,2020-04-04 09:00:02.484131
127,E10000008,Devon,163,2020-04-04 09:00:02.484131
128,E10000011,East Sussex,129,2020-04-04 09:00:02.484131
129,E10000012,Essex,547,2020-04-04 09:00:02.484131
130,E10000013,Gloucestershire,224,2020-04-04 09:00:02.484131
131,E10000014,Hampshire,749,2020-04-04 09:00:02.484131
132,E10000015,Hertfordshire,637,2020-04-04 09:00:02.484131
133,E10000016,Kent,621,2020-04-04 09:00:02.484131
134,E10000017,Lancashire,536,2020-04-04 09:00:02.484131
135,E10000018,Leicestershire,267,2020-04-04 09:00:02.484131
136,E10000019,Lincolnshire,182,2020-04-04 09:00:02.484131
137,E10000020,Norfolk,225,2020-04-04 09:00:02.484131
138,E10000021,Northamptonshire,264,2020-04-04 09:00:02.484131
139,E10000023,North Yorkshire,193,2020-04-04 09:00:02.484131
140,E10000024,Nottinghamshire,336,2020-04-04 09:00:02.484131
141,E10000025,Oxfordshire,315,2020-04-04 09:00:02.484131
142,E10000027,Somerset,72,2020-04-04 09:00:02.484131
143,E10000028,Staffordshire,439,2020-04-04 09:00:02.484131
144,E10000029,Suffolk,161,2020-04-04 09:00:02.484131
145,E10000030,Surrey,649,2020-04-04 09:00:02.484131
146,E10000031,Warwickshire,279,2020-04-04 09:00:02.484131
147,E10000032,West Sussex,199,2020-04-04 09:00:02.484131
148,E10000034,Worcestershire,277,2020-04-04 09:00:02.484131
