GSS_CD,date,GSS_NM,TotalCases,day,area_type,CTY19CD,CTY19NM,LAD19CD,LAD19NM,velocity,acceleration
E06000023,2020-03-22,"Bristol, City of",23,82,LAD,,,E06000023,"Bristol, City of",3.0,-4.0
E06000023,2020-03-23,"Bristol, City of",28,83,LAD,,,E06000023,"Bristol, City of",5.0,2.0
E06000023,2020-03-24,"Bristol, City of",37,84,LAD,,,E06000023,"Bristol, City of",9.0,4.0
E06000023,2020-03-25,"Bristol, City of",41,85,LAD,,,E06000023,"Bristol, City of",4.0,-5.0
E06000023,2020-03-26,"Bristol, City of",51,86,LAD,,,E06000023,"Bristol, City of",10.0,6.0
E06000023,2020-03-27,"Bristol, City of",56,87,LAD,,,E06000023,"Bristol, City of",5.0,-5.0
E06000023,2020-03-28,"Bristol, City of",65,88,LAD,,,E06000023,"Bristol, City of",9.0,4.0
E06000023,2020-03-29,"Bristol, City of",78,89,LAD,,,E06000023,"Bristol, City of",13.0,4.0
E06000024,2020-03-18,North Somerset,4,78,LAD,,,E06000024,North Somerset,,
E06000024,2020-03-19,North Somerset,4,79,LAD,,,E06000024,North Somerset,0.0,
E06000024,2020-03-20,North Somerset,4,80,LAD,,,E06000024,North Somerset,0.0,0.0
E06000024,2020-03-21,North Somerset,5,81,LAD,,,E06000024,North Somerset,1.0,1.0
E06000024,2020-03-22,North Somerset,5,82,LAD,,,E06000024,North Somerset,0.0,-1.0
E06000024,2020-03-23,North Somerset,7,83,LAD,,,E06000024,North Somerset,2.0,2.0
E06000024,2020-03-24,North Somerset,21,84,LAD,,,E06000024,North Somerset,14.0,12.0
E06000024,2020-03-25,North Somerset,21,85,LAD,,,E06000024,North Somerset,0.0,-14.0
E06000024,2020-03-26,North Somerset,22,86,LAD,,,E06000024,North Somerset,1.0,1.0
E06000024,2020-03-27,North Somerset,24,87,LAD,,,E06000024,North Somerset,2.0,1.0
E06000024,2020-03-28,North Somerset,31,88,LAD,,,E06000024,North Somerset,7.0,5.0
E06000024,2020-03-29,North Somerset,32,89,LAD,,,E06000024,North Somerset,1.0,-6.0
E06000025,2020-03-18,South Gloucestershire,9,78,LAD,,,E06000025,South Gloucestershire,,
E06000025,2020-03-19,South Gloucestershire,12,79,LAD,,,E06000025,South Gloucestershire,3.0,
E06000025,2020-03-20,South Gloucestershire,13,80,LAD,,,E06000025,South Gloucestershire,1.0,-2.0
E06000025,2020-03-21,South Gloucestershire,14,81,LAD,,,E06000025,South Gloucestershire,1.0,0.0
E06000025,2020-03-22,South Gloucestershire,17,82,LAD,,,E06000025,South Gloucestershire,3.0,2.0
E06000025,2020-03-23,South Gloucestershire,19,83,LAD,,,E06000025,South Gloucestershire,2.0,-1.0
E06000025,2020-03-24,South Gloucestershire,19,84,LAD,,,E06000025,South Gloucestershire,0.0,-2.0
E06000025,2020-03-25,South Gloucestershire,25,85,LAD,,,E06000025,South Gloucestershire,6.0,6.0
E06000025,2020-03-26,South Gloucestershire,31,86,LAD,,,E06000025,South Gloucestershire,6.0,0.0
E06000025,2020-03-27,South Gloucestershire,37,87,LAD,,,E06000025,South Gloucestershire,6.0,0.0
E06000025,2020-03-28,South Gloucestershire,49,88,LAD,,,E06000025,South Gloucestershire,12.0,6.0
E06000025,2020-03-29,South Gloucestershire,53,89,LAD,,,E06000025,South Gloucestershire,4.0,-8.0
E06000026,2020-03-18,Plymouth,5,78,LAD,,,E06000026,Plymouth,,
E06000026,2020-03-19,Plymouth,7,79,LAD,,,E06000026,Plymouth,2.0,
E06000026,2020-03-20,Plymouth,7,80,LAD,,,E06000026,Plymouth,0.0,-2.0
E06000026,2020-03-21,Plymouth,11,81,LAD,,,E06000026,Plymouth,4.0,4.0
E06000026,2020-03-22,Plymouth,11,82,LAD,,,E06000026,Plymouth,0.0,-4.0
E06000026,2020-03-23,Plymouth,11,83,LAD,,,E06000026,Plymouth,0.0,0.0
E06000026,2020-03-24,Plymouth,16,84,LAD,,,E06000026,Plymouth,5.0,5.0
E06000026,2020-03-25,Plymouth,21,85,LAD,,,E06000026,Plymouth,5.0,0.0
E06000026,2020-03-26,Plymouth,26,86,LAD,,,E06000026,Plymouth,5.0,0.0
E06000026,2020-03-27,Plymouth,32,87,LAD,,,E06000026,Plymouth,6.0,1.0
E06000026,2020-03-28,Plymouth,39,88,LAD,,,E06000026,Plymouth,7.0,1.0
E06000026,2020-03-29,Plymouth,42,89,LAD,,,E06000026,Plymouth,3.0,-4.0
E06000027,2020-03-18,Torbay,6,78,LAD,,,E06000027,Torbay,,
E06000027,2020-03-19,Torbay,8,79,LAD,,,E06000027,Torbay,2.0,
E06000027,2020-03-20,Torbay,10,80,LAD,,,E06000027,Torbay,2.0,0.0
E06000027,2020-03-21,Torbay,10,81,LAD,,,E06000027,Torbay,0.0,-2.0
E06000027,2020-03-22,Torbay,16,82,LAD,,,E06000027,Torbay,6.0,6.0
E06000027,2020-03-23,Torbay,17,83,LAD,,,E06000027,Torbay,1.0,-5.0
E06000027,2020-03-24,Torbay,17,84,LAD,,,E06000027,Torbay,0.0,-1.0
E06000027,2020-03-25,Torbay,18,85,LAD,,,E06000027,Torbay,1.0,1.0
E06000027,2020-03-26,Torbay,21,86,LAD,,,E06000027,Torbay,3.0,2.0
E06000027,2020-03-27,Torbay,23,87,LAD,,,E06000027,Torbay,2.0,-1.0
E06000027,2020-03-28,Torbay,25,88,LAD,,,E06000027,Torbay,2.0,0.0
E06000027,2020-03-29,Torbay,30,89,LAD,,,E06000027,Torbay,5.0,3.0
E06000030,2020-03-18,Swindon,3,78,LAD,,,E06000030,Swindon,,
E06000030,2020-03-19,Swindon,4,79,LAD,,,E06000030,Swindon,1.0,
E06000030,2020-03-20,Swindon,5,80,LAD,,,E06000030,Swindon,1.0,0.0
E06000030,2020-03-21,Swindon,5,81,LAD,,,E06000030,Swindon,0.0,-1.0
E06000030,2020-03-22,Swindon,6,82,LAD,,,E06000030,Swindon,1.0,1.0
E06000030,2020-03-23,Swindon,7,83,LAD,,,E06000030,Swindon,1.0,0.0
E06000030,2020-03-24,Swindon,7,84,LAD,,,E06000030,Swindon,0.0,-1.0
E06000030,2020-03-25,Swindon,8,85,LAD,,,E06000030,Swindon,1.0,1.0
E06000030,2020-03-26,Swindon,11,86,LAD,,,E06000030,Swindon,3.0,2.0
E06000030,2020-03-27,Swindon,16,87,LAD,,,E06000030,Swindon,5.0,2.0
E06000030,2020-03-28,Swindon,18,88,LAD,,,E06000030,Swindon,2.0,-3.0
E06000030,2020-03-29,Swindon,26,89,LAD,,,E06000030,Swindon,8.0,6.0
E06000031,2020-03-18,Peterborough,2,78,LAD,,,E06000031,Peterborough,,
E06000031,2020-03-19,Peterborough,2,79,LAD,,,E06000031,Peterborough,0.0,
E06000031,2020-03-20,Peterborough,2,80,LAD,,,E06000031,Peterborough,0.0,0.0
E06000031,2020-03-21,Peterborough,2,81,LAD,,,E06000031,Peterborough,0.0,0.0
E06000031,2020-03-22,Peterborough,2,82,LAD,,,E06000031,Peterborough,0.0,0.0
E06000031,2020-03-23,Peterborough,3,83,LAD,,,E06000031,Peterborough,1.0,1.0
E06000031,2020-03-24,Peterborough,6,84,LAD,,,E06000031,Peterborough,3.0,2.0
E06000031,2020-03-25,Peterborough,9,85,LAD,,,E06000031,Peterborough,3.0,0.0
E06000031,2020-03-26,Peterborough,10,86,LAD,,,E06000031,Peterborough,1.0,-2.0
E06000031,2020-03-27,Peterborough,11,87,LAD,,,E06000031,Peterborough,1.0,0.0
E06000031,2020-03-28,Peterborough,20,88,LAD,,,E06000031,Peterborough,9.0,8.0
E06000031,2020-03-29,Peterborough,21,89,LAD,,,E06000031,Peterborough,1.0,-8.0
E06000032,2020-03-18,Luton,3,78,LAD,,,E06000032,Luton,,
E06000032,2020-03-19,Luton,3,79,LAD,,,E06000032,Luton,0.0,
E06000032,2020-03-20,Luton,4,80,LAD,,,E06000032,Luton,1.0,1.0
E06000032,2020-03-21,Luton,5,81,LAD,,,E06000032,Luton,1.0,0.0
E06000032,2020-03-22,Luton,8,82,LAD,,,E06000032,Luton,3.0,2.0
E06000032,2020-03-23,Luton,15,83,LAD,,,E06000032,Luton,7.0,4.0
E06000032,2020-03-24,Luton,19,84,LAD,,,E06000032,Luton,4.0,-3.0
E06000032,2020-03-25,Luton,29,85,LAD,,,E06000032,Luton,10.0,6.0
E06000032,2020-03-26,Luton,30,86,LAD,,,E06000032,Luton,1.0,-9.0
E06000032,2020-03-27,Luton,47,87,LAD,,,E06000032,Luton,17.0,16.0
E06000032,2020-03-28,Luton,53,88,LAD,,,E06000032,Luton,6.0,-11.0
E06000032,2020-03-29,Luton,63,89,LAD,,,E06000032,Luton,10.0,4.0
E06000033,2020-03-18,Southend-on-Sea,5,78,LAD,,,E06000033,Southend-on-Sea,,
E06000033,2020-03-19,Southend-on-Sea,4,79,LAD,,,E06000033,Southend-on-Sea,-1.0,
E06000033,2020-03-20,Southend-on-Sea,5,80,LAD,,,E06000033,Southend-on-Sea,1.0,2.0
E06000033,2020-03-21,Southend-on-Sea,8,81,LAD,,,E06000033,Southend-on-Sea,3.0,2.0
E06000033,2020-03-22,Southend-on-Sea,8,82,LAD,,,E06000033,Southend-on-Sea,0.0,-3.0
E06000033,2020-03-23,Southend-on-Sea,8,83,LAD,,,E06000033,Southend-on-Sea,0.0,0.0
E06000033,2020-03-24,Southend-on-Sea,8,84,LAD,,,E06000033,Southend-on-Sea,0.0,0.0
E06000033,2020-03-25,Southend-on-Sea,9,85,LAD,,,E06000033,Southend-on-Sea,1.0,1.0
E06000033,2020-03-26,Southend-on-Sea,12,86,LAD,,,E06000033,Southend-on-Sea,3.0,2.0
E06000033,2020-03-27,Southend-on-Sea,17,87,LAD,,,E06000033,Southend-on-Sea,5.0,2.0
E06000033,2020-03-28,Southend-on-Sea,23,88,LAD,,,E06000033,Southend-on-Sea,6.0,1.0
E06000033,2020-03-29,Southend-on-Sea,24,89,LAD,,,E06000033,Southend-on-Sea,1.0,-5.0
E06000034,2020-03-18,Thurrock,2,78,LAD,,,E06000034,Thurrock,,
E06000034,2020-03-19,Thurrock,3,79,LAD,,,E06000034,Thurrock,1.0,
E06000034,2020-03-20,Thurrock,6,80,LAD,,,E06000034,Thurrock,3.0,2.0
E06000034,2020-03-21,Thurrock,8,81,LAD,,,E06000034,Thurrock,2.0,-1.0
E06000034,2020-03-22,Thurrock,10,82,LAD,,,E06000034,Thurrock,2.0,0.0
E06000034,2020-03-23,Thurrock,13,83,LAD,,,E06000034,Thurrock,3.0,1.0
E06000034,2020-03-24,Thurrock,15,84,LAD,,,E06000034,Thurrock,2.0,-1.0
E06000034,2020-03-25,Thurrock,15,85,LAD,,,E06000034,Thurrock,0.0,-2.0
E06000034,2020-03-26,Thurrock,20,86,LAD,,,E06000034,Thurrock,5.0,5.0
E06000034,2020-03-27,Thurrock,26,87,LAD,,,E06000034,Thurrock,6.0,1.0
E06000034,2020-03-28,Thurrock,33,88,LAD,,,E06000034,Thurrock,7.0,1.0
E06000034,2020-03-29,Thurrock,37,89,LAD,,,E06000034,Thurrock,4.0,-3.0
E06000035,2020-03-18,Medway,4,78,LAD,,,E06000035,Medway,,
E06000035,2020-03-19,Medway,8,79,LAD,,,E06000035,Medway,4.0,
E06000035,2020-03-20,Medway,11,80,LAD,,,E06000035,Medway,3.0,-1.0
E06000035,2020-03-21,Medway,11,81,LAD,,,E06000035,Medway,0.0,-3.0
E06000035,2020-03-22,Medway,11,82,LAD,,,E06000035,Medway,0.0,0.0
E06000035,2020-03-23,Medway,15,83,LAD,,,E06000035,Medway,4.0,4.0
E06000035,2020-03-24,Medway,19,84,LAD,,,E06000035,Medway,4.0,0.0
E06000035,2020-03-25,Medway,25,85,LAD,,,E06000035,Medway,6.0,2.0
E06000035,2020-03-26,Medway,32,86,LAD,,,E06000035,Medway,7.0,1.0
E06000035,2020-03-27,Medway,48,87,LAD,,,E06000035,Medway,16.0,9.0
E06000035,2020-03-28,Medway,50,88,LAD,,,E06000035,Medway,2.0,-14.0
E06000035,2020-03-29,Medway,57,89,LAD,,,E06000035,Medway,7.0,5.0
E06000036,2020-03-18,Bracknell Forest,3,78,LAD,,,E06000036,Bracknell Forest,,
E06000036,2020-03-19,Bracknell Forest,3,79,LAD,,,E06000036,Bracknell Forest,0.0,
E06000036,2020-03-20,Bracknell Forest,3,80,LAD,,,E06000036,Bracknell Forest,0.0,0.0
E06000036,2020-03-21,Bracknell Forest,3,81,LAD,,,E06000036,Bracknell Forest,0.0,0.0
E06000036,2020-03-22,Bracknell Forest,3,82,LAD,,,E06000036,Bracknell Forest,0.0,0.0
E06000036,2020-03-23,Bracknell Forest,3,83,LAD,,,E06000036,Bracknell Forest,0.0,0.0
E06000036,2020-03-24,Bracknell Forest,3,84,LAD,,,E06000036,Bracknell Forest,0.0,0.0
E06000036,2020-03-25,Bracknell Forest,3,85,LAD,,,E06000036,Bracknell Forest,0.0,0.0
E06000036,2020-03-26,Bracknell Forest,3,86,LAD,,,E06000036,Bracknell Forest,0.0,0.0
E06000036,2020-03-27,Bracknell Forest,16,87,LAD,,,E06000036,Bracknell Forest,13.0,13.0
E06000036,2020-03-28,Bracknell Forest,17,88,LAD,,,E06000036,Bracknell Forest,1.0,-12.0
E06000036,2020-03-29,Bracknell Forest,19,89,LAD,,,E06000036,Bracknell Forest,2.0,1.0
E06000037,2020-03-18,West Berkshire,3,78,LAD,,,E06000037,West Berkshire,,
E06000037,2020-03-19,West Berkshire,3,79,LAD,,,E06000037,West Berkshire,0.0,
E06000037,2020-03-20,West Berkshire,6,80,LAD,,,E06000037,West Berkshire,3.0,3.0
E06000037,2020-03-21,West Berkshire,7,81,LAD,,,E06000037,West Berkshire,1.0,-2.0
E06000037,2020-03-22,West Berkshire,8,82,LAD,,,E06000037,West Berkshire,1.0,0.0
E06000037,2020-03-23,West Berkshire,10,83,LAD,,,E06000037,West Berkshire,2.0,1.0
E06000037,2020-03-24,West Berkshire,12,84,LAD,,,E06000037,West Berkshire,2.0,0.0
E06000037,2020-03-25,West Berkshire,16,85,LAD,,,E06000037,West Berkshire,4.0,2.0
E06000037,2020-03-26,West Berkshire,18,86,LAD,,,E06000037,West Berkshire,2.0,-2.0
E06000037,2020-03-27,West Berkshire,32,87,LAD,,,E06000037,West Berkshire,14.0,12.0
E06000037,2020-03-28,West Berkshire,36,88,LAD,,,E06000037,West Berkshire,4.0,-10.0
E06000037,2020-03-29,West Berkshire,40,89,LAD,,,E06000037,West Berkshire,4.0,0.0
E06000038,2020-03-18,Reading,5,78,LAD,,,E06000038,Reading,,
E06000038,2020-03-19,Reading,7,79,LAD,,,E06000038,Reading,2.0,
E06000038,2020-03-20,Reading,7,80,LAD,,,E06000038,Reading,0.0,-2.0
E06000038,2020-03-21,Reading,7,81,LAD,,,E06000038,Reading,0.0,0.0
E06000038,2020-03-22,Reading,8,82,LAD,,,E06000038,Reading,1.0,1.0
E06000038,2020-03-23,Reading,8,83,LAD,,,E06000038,Reading,0.0,-1.0
E06000038,2020-03-24,Reading,8,84,LAD,,,E06000038,Reading,0.0,0.0
E06000038,2020-03-25,Reading,9,85,LAD,,,E06000038,Reading,1.0,1.0
E06000038,2020-03-26,Reading,10,86,LAD,,,E06000038,Reading,1.0,0.0
E06000038,2020-03-27,Reading,25,87,LAD,,,E06000038,Reading,15.0,14.0
E06000038,2020-03-28,Reading,27,88,LAD,,,E06000038,Reading,2.0,-13.0
E06000038,2020-03-29,Reading,27,89,LAD,,,E06000038,Reading,0.0,-2.0
E06000039,2020-03-18,Slough,13,78,LAD,,,E06000039,Slough,,
E06000039,2020-03-19,Slough,17,79,LAD,,,E06000039,Slough,4.0,
E06000039,2020-03-20,Slough,20,80,LAD,,,E06000039,Slough,3.0,-1.0
E06000039,2020-03-21,Slough,21,81,LAD,,,E06000039,Slough,1.0,-2.0
E06000039,2020-03-22,Slough,21,82,LAD,,,E06000039,Slough,0.0,-1.0
E06000039,2020-03-23,Slough,22,83,LAD,,,E06000039,Slough,1.0,1.0
E06000039,2020-03-24,Slough,22,84,LAD,,,E06000039,Slough,0.0,-1.0
E06000039,2020-03-25,Slough,22,85,LAD,,,E06000039,Slough,0.0,0.0
E06000039,2020-03-26,Slough,22,86,LAD,,,E06000039,Slough,0.0,0.0
E06000039,2020-03-27,Slough,59,87,LAD,,,E06000039,Slough,37.0,37.0
E06000039,2020-03-28,Slough,69,88,LAD,,,E06000039,Slough,10.0,-27.0
E06000039,2020-03-29,Slough,73,89,LAD,,,E06000039,Slough,4.0,-6.0
E06000040,2020-03-18,Windsor and Maidenhead,10,78,LAD,,,E06000040,Windsor and Maidenhead,,
E06000040,2020-03-19,Windsor and Maidenhead,13,79,LAD,,,E06000040,Windsor and Maidenhead,3.0,
E06000040,2020-03-20,Windsor and Maidenhead,13,80,LAD,,,E06000040,Windsor and Maidenhead,0.0,-3.0
E06000040,2020-03-21,Windsor and Maidenhead,13,81,LAD,,,E06000040,Windsor and Maidenhead,0.0,0.0
E06000040,2020-03-22,Windsor and Maidenhead,13,82,LAD,,,E06000040,Windsor and Maidenhead,0.0,0.0
E06000040,2020-03-23,Windsor and Maidenhead,13,83,LAD,,,E06000040,Windsor and Maidenhead,0.0,0.0
E06000040,2020-03-24,Windsor and Maidenhead,13,84,LAD,,,E06000040,Windsor and Maidenhead,0.0,0.0
E06000040,2020-03-25,Windsor and Maidenhead,13,85,LAD,,,E06000040,Windsor and Maidenhead,0.0,0.0
E06000040,2020-03-26,Windsor and Maidenhead,14,86,LAD,,,E06000040,Windsor and Maidenhead,1.0,1.0
E06000040,2020-03-27,Windsor and Maidenhead,37,87,LAD,,,E06000040,Windsor and Maidenhead,23.0,22.0
E06000040,2020-03-28,Windsor and Maidenhead,44,88,LAD,,,E06000040,Windsor and Maidenhead,7.0,-16.0
E06000040,2020-03-29,Windsor and Maidenhead,48,89,LAD,,,E06000040,Windsor and Maidenhead,4.0,-3.0
E06000041,2020-03-18,Wokingham,10,78,LAD,,,E06000041,Wokingham,,
E06000041,2020-03-19,Wokingham,9,79,LAD,,,E06000041,Wokingham,-1.0,
E06000041,2020-03-20,Wokingham,12,80,LAD,,,E06000041,Wokingham,3.0,4.0
E06000041,2020-03-21,Wokingham,13,81,LAD,,,E06000041,Wokingham,1.0,-2.0
E06000041,2020-03-22,Wokingham,13,82,LAD,,,E06000041,Wokingham,0.0,-1.0
E06000041,2020-03-23,Wokingham,13,83,LAD,,,E06000041,Wokingham,0.0,0.0
E06000041,2020-03-24,Wokingham,13,84,LAD,,,E06000041,Wokingham,0.0,0.0
E06000041,2020-03-25,Wokingham,13,85,LAD,,,E06000041,Wokingham,0.0,0.0
E06000041,2020-03-26,Wokingham,13,86,LAD,,,E06000041,Wokingham,0.0,0.0
E06000041,2020-03-27,Wokingham,22,87,LAD,,,E06000041,Wokingham,9.0,9.0
E06000041,2020-03-28,Wokingham,23,88,LAD,,,E06000041,Wokingham,1.0,-8.0
E06000041,2020-03-29,Wokingham,23,89,LAD,,,E06000041,Wokingham,0.0,-1.0
E06000042,2020-03-18,Milton Keynes,4,78,LAD,,,E06000042,Milton Keynes,,
E06000042,2020-03-19,Milton Keynes,5,79,LAD,,,E06000042,Milton Keynes,1.0,
E06000042,2020-03-20,Milton Keynes,7,80,LAD,,,E06000042,Milton Keynes,2.0,1.0
E06000042,2020-03-21,Milton Keynes,7,81,LAD,,,E06000042,Milton Keynes,0.0,-2.0
E06000042,2020-03-22,Milton Keynes,11,82,LAD,,,E06000042,Milton Keynes,4.0,4.0
E06000042,2020-03-23,Milton Keynes,17,83,LAD,,,E06000042,Milton Keynes,6.0,2.0
E06000042,2020-03-24,Milton Keynes,25,84,LAD,,,E06000042,Milton Keynes,8.0,2.0
E06000042,2020-03-25,Milton Keynes,29,85,LAD,,,E06000042,Milton Keynes,4.0,-4.0
E06000042,2020-03-26,Milton Keynes,38,86,LAD,,,E06000042,Milton Keynes,9.0,5.0
E06000042,2020-03-27,Milton Keynes,58,87,LAD,,,E06000042,Milton Keynes,20.0,11.0
E06000042,2020-03-28,Milton Keynes,71,88,LAD,,,E06000042,Milton Keynes,13.0,-7.0
E06000042,2020-03-29,Milton Keynes,82,89,LAD,,,E06000042,Milton Keynes,11.0,-2.0
E06000043,2020-03-18,Brighton and Hove,11,78,LAD,,,E06000043,Brighton and Hove,,
E06000043,2020-03-19,Brighton and Hove,12,79,LAD,,,E06000043,Brighton and Hove,1.0,
E06000043,2020-03-20,Brighton and Hove,14,80,LAD,,,E06000043,Brighton and Hove,2.0,1.0
E06000043,2020-03-21,Brighton and Hove,17,81,LAD,,,E06000043,Brighton and Hove,3.0,1.0
E06000043,2020-03-22,Brighton and Hove,17,82,LAD,,,E06000043,Brighton and Hove,0.0,-3.0
E06000043,2020-03-23,Brighton and Hove,17,83,LAD,,,E06000043,Brighton and Hove,0.0,0.0
E06000043,2020-03-24,Brighton and Hove,25,84,LAD,,,E06000043,Brighton and Hove,8.0,8.0
E06000043,2020-03-25,Brighton and Hove,25,85,LAD,,,E06000043,Brighton and Hove,0.0,-8.0
E06000043,2020-03-26,Brighton and Hove,30,86,LAD,,,E06000043,Brighton and Hove,5.0,5.0
E06000043,2020-03-27,Brighton and Hove,33,87,LAD,,,E06000043,Brighton and Hove,3.0,-2.0
E06000043,2020-03-28,Brighton and Hove,33,88,LAD,,,E06000043,Brighton and Hove,0.0,-3.0
E06000043,2020-03-29,Brighton and Hove,33,89,LAD,,,E06000043,Brighton and Hove,0.0,0.0
E06000044,2020-03-18,Portsmouth,4,78,LAD,,,E06000044,Portsmouth,,
E06000044,2020-03-19,Portsmouth,5,79,LAD,,,E06000044,Portsmouth,1.0,
E06000044,2020-03-20,Portsmouth,13,80,LAD,,,E06000044,Portsmouth,8.0,7.0
E06000044,2020-03-21,Portsmouth,22,81,LAD,,,E06000044,Portsmouth,9.0,1.0
E06000044,2020-03-22,Portsmouth,25,82,LAD,,,E06000044,Portsmouth,3.0,-6.0
E06000044,2020-03-23,Portsmouth,25,83,LAD,,,E06000044,Portsmouth,0.0,-3.0
E06000044,2020-03-24,Portsmouth,29,84,LAD,,,E06000044,Portsmouth,4.0,4.0
E06000044,2020-03-25,Portsmouth,33,85,LAD,,,E06000044,Portsmouth,4.0,0.0
E06000044,2020-03-26,Portsmouth,42,86,LAD,,,E06000044,Portsmouth,9.0,5.0
E06000044,2020-03-27,Portsmouth,50,87,LAD,,,E06000044,Portsmouth,8.0,-1.0
E06000044,2020-03-28,Portsmouth,64,88,LAD,,,E06000044,Portsmouth,14.0,6.0
E06000044,2020-03-29,Portsmouth,70,89,LAD,,,E06000044,Portsmouth,6.0,-8.0
E06000045,2020-03-18,Southampton,4,78,LAD,,,E06000045,Southampton,,
E06000045,2020-03-19,Southampton,7,79,LAD,,,E06000045,Southampton,3.0,
E06000045,2020-03-20,Southampton,7,80,LAD,,,E06000045,Southampton,0.0,-3.0
E06000045,2020-03-21,Southampton,8,81,LAD,,,E06000045,Southampton,1.0,1.0
E06000045,2020-03-22,Southampton,11,82,LAD,,,E06000045,Southampton,3.0,2.0
E06000045,2020-03-23,Southampton,11,83,LAD,,,E06000045,Southampton,0.0,-3.0
E06000045,2020-03-24,Southampton,24,84,LAD,,,E06000045,Southampton,13.0,13.0
E06000045,2020-03-25,Southampton,28,85,LAD,,,E06000045,Southampton,4.0,-9.0
E06000045,2020-03-26,Southampton,32,86,LAD,,,E06000045,Southampton,4.0,0.0
E06000045,2020-03-27,Southampton,37,87,LAD,,,E06000045,Southampton,5.0,1.0
E06000045,2020-03-28,Southampton,41,88,LAD,,,E06000045,Southampton,4.0,-1.0
E06000045,2020-03-29,Southampton,43,89,LAD,,,E06000045,Southampton,2.0,-2.0
E06000046,2020-03-18,Isle of Wight,2,78,LAD,,,E06000046,Isle of Wight,,
E06000046,2020-03-19,Isle of Wight,2,79,LAD,,,E06000046,Isle of Wight,0.0,
E06000046,2020-03-20,Isle of Wight,2,80,LAD,,,E06000046,Isle of Wight,0.0,0.0
E06000046,2020-03-21,Isle of Wight,2,81,LAD,,,E06000046,Isle of Wight,0.0,0.0
E06000046,2020-03-22,Isle of Wight,2,82,LAD,,,E06000046,Isle of Wight,0.0,0.0
E06000046,2020-03-23,Isle of Wight,2,83,LAD,,,E06000046,Isle of Wight,0.0,0.0
E06000046,2020-03-24,Isle of Wight,3,84,LAD,,,E06000046,Isle of Wight,1.0,1.0
E06000046,2020-03-25,Isle of Wight,3,85,LAD,,,E06000046,Isle of Wight,0.0,-1.0
E06000046,2020-03-26,Isle of Wight,7,86,LAD,,,E06000046,Isle of Wight,4.0,4.0
E06000046,2020-03-27,Isle of Wight,8,87,LAD,,,E06000046,Isle of Wight,1.0,-3.0
E06000046,2020-03-28,Isle of Wight,10,88,LAD,,,E06000046,Isle of Wight,2.0,1.0
E06000046,2020-03-29,Isle of Wight,10,89,LAD,,,E06000046,Isle of Wight,0.0,-2.0
E06000047,2020-03-18,County Durham,3,78,LAD,,,E06000047,County Durham,,
E06000047,2020-03-19,County Durham,5,79,LAD,,,E06000047,County Durham,2.0,
E06000047,2020-03-20,County Durham,7,80,LAD,,,E06000047,County Durham,2.0,0.0
E06000047,2020-03-21,County Durham,11,81,LAD,,,E06000047,County Durham,4.0,2.0
E06000047,2020-03-22,County Durham,11,82,LAD,,,E06000047,County Durham,0.0,-4.0
E06000047,2020-03-23,County Durham,14,83,LAD,,,E06000047,County Durham,3.0,3.0
E06000047,2020-03-24,County Durham,18,84,LAD,,,E06000047,County Durham,4.0,1.0
E06000047,2020-03-25,County Durham,25,85,LAD,,,E06000047,County Durham,7.0,3.0
E06000047,2020-03-26,County Durham,29,86,LAD,,,E06000047,County Durham,4.0,-3.0
E06000047,2020-03-27,County Durham,56,87,LAD,,,E06000047,County Durham,27.0,23.0
E06000047,2020-03-28,County Durham,69,88,LAD,,,E06000047,County Durham,13.0,-14.0
E06000047,2020-03-29,County Durham,81,89,LAD,,,E06000047,County Durham,12.0,-1.0
E06000049,2020-03-18,Cheshire East,8,78,LAD,,,E06000049,Cheshire East,,
E06000049,2020-03-19,Cheshire East,9,79,LAD,,,E06000049,Cheshire East,1.0,
E06000049,2020-03-20,Cheshire East,9,80,LAD,,,E06000049,Cheshire East,0.0,-1.0
E06000049,2020-03-21,Cheshire East,11,81,LAD,,,E06000049,Cheshire East,2.0,2.0
E06000049,2020-03-22,Cheshire East,18,82,LAD,,,E06000049,Cheshire East,7.0,5.0
E06000049,2020-03-23,Cheshire East,18,83,LAD,,,E06000049,Cheshire East,0.0,-7.0
E06000049,2020-03-24,Cheshire East,25,84,LAD,,,E06000049,Cheshire East,7.0,7.0
E06000049,2020-03-25,Cheshire East,30,85,LAD,,,E06000049,Cheshire East,5.0,-2.0
E06000049,2020-03-26,Cheshire East,31,86,LAD,,,E06000049,Cheshire East,1.0,-4.0
E06000049,2020-03-27,Cheshire East,35,87,LAD,,,E06000049,Cheshire East,4.0,3.0
E06000049,2020-03-28,Cheshire East,42,88,LAD,,,E06000049,Cheshire East,7.0,3.0
E06000049,2020-03-29,Cheshire East,54,89,LAD,,,E06000049,Cheshire East,12.0,5.0
E06000050,2020-03-18,Cheshire West and Chester,5,78,LAD,,,E06000050,Cheshire West and Chester,,
E06000050,2020-03-19,Cheshire West and Chester,7,79,LAD,,,E06000050,Cheshire West and Chester,2.0,
E06000050,2020-03-20,Cheshire West and Chester,10,80,LAD,,,E06000050,Cheshire West and Chester,3.0,1.0
E06000050,2020-03-21,Cheshire West and Chester,10,81,LAD,,,E06000050,Cheshire West and Chester,0.0,-3.0
E06000050,2020-03-22,Cheshire West and Chester,11,82,LAD,,,E06000050,Cheshire West and Chester,1.0,1.0
